pca1,pca2,pca3,pca4,pca5,pca6,pca7
3254.465538,1058.596941,-6.820200839,-80.9999937,-7.610453408,3.297689366,-0.014784185
9437.88751,-81.27977747,-9.133428771,-97.96812092,17.07814123,1.620351225,-0.063853925
9544.901778,-77.78408031,-21.04756782,-68.30363909,-19.23757055,1.803140126,-0.00202062
10714.99109,-81.52002282,148.6604611,-58.30673258,-21.50074627,1.388922268,-0.056286171
10741.94833,-59.80420207,-9.862685455,-7.80905938,-10.99517087,0.519208733,-0.001370892
8420.915739,-78.33933641,9.538066459,-70.77743835,-27.6908156,1.94218435,0.000635959
7898.918402,-60.58248618,-29.4828412,-40.20379882,7.274881453,0.746895106,-0.025727906
9046.888191,-77.83051296,-40.93181381,-75.25080731,-23.33173972,2.04003403,0.009423162
9047.908412,-77.0048008,-10.98950936,-61.40259776,11.11976465,1.043018962,-0.045851441
14372.00426,144.1598498,-27.43381481,-81.60576446,-21.52585161,2.532753827,-0.005142014
12549.55831,1071.814849,-7.44818157,75.74344829,-2.781982555,0.429540604,0.013048898
22100.95863,-77.70839697,23.85204362,-6.729259268,25.72294777,-0.078386333,-0.083418418
22117.87828,-84.07096977,-57.48891,-81.95945743,-22.46377098,2.439646007,-0.009314258
22122.95688,-68.64801444,-54.64685423,56.88923622,33.97432423,-1.30715998,-0.049094813
22143.92162,-76.01229578,-50.18966805,-8.207538725,24.34144856,0.105970026,-0.056407791
22166.89729,-84.10519293,-27.30584573,-75.12174028,-25.35317064,2.316600286,-0.013712737
21662.56149,1069.133487,-21.25326442,86.01019063,-35.00779819,1.080906904,0.049257139
22394.98598,-63.82153935,44.81695018,6.936081124,-7.976369636,0.320783802,-0.039114308
30849.90768,-85.91351795,-31.06990843,-56.8491388,-26.39563325,2.172458277,-5.95741501
27027.89622,-71.40152174,-55.15674531,-65.20456432,-17.3532488,2.134882072,-0.020290397
27029.8805,-86.90720563,-49.98943647,-85.76718925,-21.81554399,2.58397001,-0.022036123
34904.93259,-79.17525925,-61.57101942,13.06939382,-1.57720021,0.493541665,-0.030022543
48782.92611,-96.02145761,10.00948118,-65.31903558,-29.85493154,2.688720955,0.002140005
48828.89706,-93.83374906,-54.91869012,-60.32447349,-27.15043203,2.654536789,0.024187979
46989.93058,-85.37991246,-56.13121885,7.145534216,41.88573123,-0.024273841,-0.050507169
53871.96405,-81.26530146,28.60293008,-25.57293372,-5.057904427,1.534535554,-0.098495025
53972.93125,-92.45449565,-28.77096193,-21.34764618,4.162446084,1.354748727,-0.026146847
54071.99202,-77.16937193,-49.56130347,110.8218783,92.38041074,-2.853826978,-0.105186163
53221.93154,-92.0799267,-28.39349242,-20.94889204,4.105604751,1.332165439,-0.08943829
57946.98681,-102.5417861,125.6051901,-60.28648569,-24.71714882,2.474956701,1.9408757
57958.98954,-69.96299462,-40.9810689,76.76332074,10.1123239,-0.496780359,1.989646038
55923.10317,-103.2958947,327.3333741,-29.20444316,-21.012704,1.424819709,-0.183334464
55942.06231,-58.74810554,-23.8302682,183.0486806,-29.27956967,-1.793060856,0.077751197
56010.97386,-68.28496941,-68.37437319,77.27408358,40.19577528,-1.0944945,-0.037702417
62434.88391,-105.1404808,-34.70005929,-102.1910117,-16.45904474,3.469646963,-0.097102773
68483.94648,-80.93689189,-62.9267584,24.38315001,48.77758588,-0.027886117,-0.090445775
69249.89056,-110.5105216,-6.433800175,-116.3060584,-15.7644457,3.80981019,-4.061194796
65588.92105,-104.0565389,1.606328268,-71.14696367,-25.03430039,3.053857582,1.968469932
65640.92072,-85.50380318,-62.10995934,-27.34603325,-13.67580348,2.130568321,-0.009904797
65688.94972,-94.81454257,-26.87967184,5.567665385,6.813587457,1.024990261,-0.041664163
72833.87943,-106.2340945,-72.46934383,-78.5604837,4.882809646,2.873300978,1.937518492
74079.88993,-109.3528089,-38.11217731,-93.33202116,-23.83805871,3.687668984,-0.039826149
73559.94327,-94.34455955,-65.74358799,32.23411295,65.90701488,-0.427060746,-0.119730211
72663.88538,-109.3288958,-39.55187934,-99.24654212,-21.86331162,3.734836209,1.961050031
70501.94931,-90.4856588,-73.02202348,52.54341571,89.9085092,-1.334964752,-0.137725785
70504.90379,-99.92774844,-78.09105895,-32.460064,-1.634099502,2.095730899,-0.031022573
69939.45051,1027.944767,-35.50255599,-92.65963109,64.49838308,3.47056546,-0.157482905
70227.97485,-109.8668564,119.0780794,-77.77832858,-16.94721229,2.908555771,-0.090403675
-39597.07335,-37.34352449,-25.70688007,-14.65466417,8.550638397,-0.719049357,0.056190569
-39596.0572,-34.48568801,-24.96372888,11.35309817,1.289619663,-1.06733645,0.074051597
-39579.09562,-52.39502125,-26.72795335,-41.59453328,8.092153006,-0.216507686,0.049066495
-39575.09263,-40.90607961,-26.53364577,-46.84295781,8.713198145,-0.112578695,0.046435546
-39567.9361,-43.88550843,249.4005358,-10.46870468,7.093926736,-1.244310419,-0.032920111
-39563.05671,-34.50910357,-24.90757496,11.36837208,-4.788937105,-0.946430799,0.082638947
-39559.04825,-32.92257905,-24.56660601,25.72973035,-3.071340563,-1.252223304,0.084247137
-39556.0783,-38.40034184,-25.87193749,-23.94509912,0.945198328,-0.391574301,0.06422816
-39554.09743,-41.78049675,-26.75771347,-54.70070617,9.988918486,0.011294354,0.042305484
-39536.0853,-11.31260593,-26.06387266,-61.07047325,10.42592713,0.167024912,0.039524843
-39521.05966,-34.99339744,-25.09280239,7.073873984,-0.042394442,-0.958371428,0.074597339
-39728.04064,-31.12087702,-24.33025795,41.06559275,16.71871885,-1.938347196,0.060923555
-39726.08717,-39.85883436,-26.2176019,-37.93545034,7.268411215,-0.255676287,0.051455935
-39722.07015,-37.13655302,-22.52778594,-12.50276716,3.163263905,-0.660776888,0.063476363
-39701.09618,-41.4911972,-26.63051046,-52.66110573,9.659295393,-0.023839058,0.043627155
-39671.10638,-54.29301146,-27.16217522,-59.2006296,10.95201494,0.058113832,0.040025605
-39642.07822,-38.29997575,-25.85176754,-23.42547012,3.899589533,-0.461776064,0.060199404
-39639.07461,-37.6343715,-25.70079927,-17.38422224,3.930364052,-0.576668191,0.061907431
-39627.09983,-42.83438844,-26.49422181,-63.92471066,-29.01649682,0.95764004,0.095330729
-30047.05195,-37.55674674,-26.63282139,21.94316009,24.80852718,-1.540132664,0.028795704
-30046.08559,-43.71462443,-30.83861669,-34.24086745,6.565419596,-0.109841156,0.039290495
-30044.96179,-22.30097165,-17.52208323,162.0622434,-23.21847592,-3.248695697,0.135776993
-30042.59255,1063.344712,-1.58198567,-173.007761,7.614401632,4.057786305,-0.011592434
-30971.82779,-53.63173434,470.1612655,-12.655902,6.169765279,-1.39483155,-0.122419969
-30970.60969,1060.825502,-3.362216223,-199.9454877,11.98610089,4.464224287,-0.023701184
-30375.0703,-41.27914344,-29.76462123,-12.98904422,-25.23449961,0.11149003,0.091126233
-30373.06986,-40.74372166,-29.98045439,-8.565981617,2.399807262,-0.520032768,0.053153905
-30367.06668,-39.97683261,-29.94209514,-1.768790796,13.44829854,-0.867595654,0.039415688
-30361.07211,-41.61010458,-29.85172266,-15.93894751,-24.75564271,0.158122227,0.089550273
-25065.09509,-48.48393848,-30.43960998,-56.36852077,-26.32335285,1.059657836,0.071428758
-29542.06729,-41.28518663,-25.33626114,-8.926860369,-2.571588133,-0.40597043,0.057283596
-28237.05072,-38.54824007,-25.3904233,20.8459625,11.81978947,-1.227087148,0.04612224
-24637.03614,-37.12487049,-31.25962005,47.24208134,-6.723386064,-1.275866391,0.073962122
-24604.39699,1179.435422,7.626534221,80.40183148,55.83971102,-1.461147326,-0.016394995
-23997.85398,-9.484049344,18.63738925,310.7696298,-49.16793584,-5.483456662,0.194895558
-16110.05794,-45.08581181,-31.56425663,10.01823873,10.41102864,-0.74136741,0.027434272
-12766.07132,-48.99004418,-33.74635765,-12.00298493,9.900758362,-0.245228148,0.014283218
-12890.09775,-53.24280972,-39.69444616,-52.16534422,9.29335494,0.533047699,0.005375145
-15345.02003,-44.27834542,14.07035038,31.36841228,-29.14829833,-0.423655745,0.070500532
-14218.02543,-45.27591825,13.04933225,26.36762976,0.005112956,-0.883470065,0.025993939
-8730.072253,-61.4853998,-37.3660329,-0.259554906,19.30852853,-0.58408193,-0.000919198
-8622.066898,-49.61635434,-37.117192,-1.63981927,19.30036246,-0.538721568,-0.001580021
-8616.093076,-55.62847588,-35.32063386,-54.65150939,-34.85358261,1.534042264,0.059074065
-7230.071409,-52.20025752,-29.56947779,-17.3717507,8.745909564,-0.017409881,0.0037756
-11092.07047,-49.26062207,-36.50954527,-8.29082721,13.31419463,-0.344794994,0.008765321
-10970.06425,-52.91512988,2.966775558,-31.58123523,6.284376194,0.168626756,-0.00206196
-10969.07505,-54.8595022,2.485849797,-49.2366453,9.151254701,0.445981422,-0.011261904
-10968.06546,-53.13211329,2.912390754,-33.54394904,6.603060576,0.199499386,-0.003091115
-9390.092705,-68.30410152,-16.4239247,-58.90940578,-31.741342,1.48708146,0.048016973
-2442.958785,-43.2169462,58.82190772,102.9433014,35.44968412,-2.87656322,-0.036467581
-3000.043946,-54.80348261,16.70403636,-12.73682834,-9.884229199,0.26931714,0.008980187
-3059.000859,-40.00302487,-40.14754966,107.4006085,-16.72165703,-1.766381956,0.074360486
-5214.014592,-52.61852642,57.95780377,7.000630378,17.64189092,-0.765364221,-0.034982646
-4534.083544,-55.28151515,-36.14773803,-35.42391147,-7.632379178,0.713836677,0.019721707
-4516.080808,-54.47188992,-38.0412596,-28.55598193,-2.688508843,0.489670022,0.01532587
-5624.977277,-51.82020242,108.9419,24.55733382,-11.1216151,-0.622047216,-0.003058045
-6080.088162,-55.306524,-37.51840274,-42.21551141,-11.59264576,0.892123617,0.026362571
1836.951011,-52.94931921,-25.14131781,13.93266926,3.631945301,-0.332828311,0.006926825
1848.057797,-54.52015473,155.8636523,41.60152603,-22.6712772,-0.646915465,-0.012503178
5577.046412,-57.87097207,153.3991405,25.79418886,-1.917835203,-0.681408459,-0.051953368
5043.920262,-59.95533834,-28.01328899,-36.7759004,5.756149793,0.65120049,-0.018119146
5156.973945,-57.12767231,33.0008957,3.182986794,0.771549814,-0.107796406,-0.02029104
6909.041954,-58.96552559,152.4129465,20.90838828,16.07672889,-0.917901756,-0.080875646
5267.601308,1124.062505,30.82752567,72.54117048,-33.25531931,0.954851279,0.051722174
5267.932244,-59.75842516,-12.83312835,-30.47170411,-5.272779842,0.729736685,-0.003434787
5407.949613,-53.02357386,-37.92784607,24.55504292,30.13199434,-0.966250575,-0.031756006
5473.971248,-53.55677261,-3.422967395,28.357135,-3.623495589,-0.426561174,0.005557243
5524.986556,-57.02163234,52.81264061,9.975664377,16.03185224,-0.565844399,-0.047439772
2657.056212,-61.28013028,204.5425911,-4.577089757,-43.12365248,0.562908182,-0.015237221
10139.37409,1040.322604,-24.00770316,-221.7447405,15.08820591,5.67298459,-0.091461479
10180.94156,-61.65620945,-0.244585675,-24.82227473,8.057584401,0.434502883,-0.035755405
10708.56788,1077.125523,-16.765045,112.6759165,94.44561721,-2.218597384,-0.110840833
10708.93619,-80.23898044,48.49824224,-69.58858417,-31.62979327,1.976242684,-0.010389192
10882.58124,1160.904214,-15.43145833,52.86842044,59.89167309,-0.271777627,-0.080016739
8905.912247,-61.88517055,-41.87889724,-41.43391787,-5.778713683,1.069337663,-0.00453515
7637.026797,-61.87515987,151.3187138,-2.734230638,28.00903832,-0.691788404,-0.105734986
14897.92232,-63.31452063,-37.54668248,-28.94885991,-0.723941119,0.846136251,-0.016690692
11725.37347,1039.531614,-24.80418052,-222.5857236,15.20788131,5.719598721,-0.094134148
13044.92914,-73.23138015,-26.70135795,-14.65393009,6.40161649,0.361038463,0.035939524
11409.92192,-62.412654,-31.0084154,-33.60224324,3.147795948,0.776078518,-0.020058129
22625.90472,-68.31512846,-56.62955006,-46.69474578,-12.22465018,1.596614267,-0.014082119
22076.97151,-59.7610397,-11.89295834,37.57819857,47.35953508,-1.26565204,-0.088520954
22108.93079,-64.3870377,-43.67408954,-10.68587554,5.322668847,0.535636687,-0.03196202
22212.91813,-67.84571034,-36.34518731,-39.6133071,-4.092104006,1.258123612,-0.029888707
22220.93981,-61.05711875,-55.26578109,16.85303668,25.05393365,-0.353160188,-0.045318142
22238.94784,-59.37479022,-55.04259434,31.96488983,37.78918433,-0.891791832,-0.061798296
22320.92717,-63.37484446,-55.87649446,-3.797348397,28.40608471,-0.026674482,-0.056206389
22372.95648,-61.61482466,-34.40678587,18.2092495,-50.95001689,1.095987795,0.053239918
29905.93524,-68.78216396,-29.74050651,-15.44448861,17.29928727,0.520184853,-0.003416792
29907.93075,-67.12891295,-51.44372052,-5.464244662,13.47252705,0.445271999,0.012504101
27045.93417,-67.62581747,-33.06652676,-17.10169857,-9.783126622,1.036977528,-0.024029253
37924.92366,-76.00472143,-21.26765598,-45.73807993,8.062608291,1.420792861,-0.079897685
37928.94399,-67.46460073,-62.46628904,21.91282927,-3.276516591,0.439727354,-0.029338112
46814.8963,-82.9807147,-44.29084447,-77.41619888,-5.262729919,2.501643812,-0.012191012
46788.94085,-81.40061408,11.61049664,-50.2735471,-22.38171738,2.231543222,0.001089647
48028.87091,-97.73019751,-60.53497405,-99.9702424,-26.82105163,3.39037375,0.015310043
46983.96274,-69.38147077,-46.89327952,44.4993846,45.781121,-0.805656767,-0.048077035
54417.94976,-76.45746618,-41.07471841,12.68710158,24.62175889,0.353642565,-0.041232925
54437.94595,-79.53434042,-21.63167617,-10.45294561,21.4578822,0.8201429,1.949560448
54623.04765,-101.5088701,227.7372903,-41.13089124,-26.96998565,1.915160851,1.922861969
55801.89262,-87.08319684,-53.61705183,-79.72720691,-15.15055213,2.937445681,-0.072035693
57830.68617,1089.214912,259.701377,24.06884076,69.33362777,0.489645311,1.788517756
57959.96293,-80.93321707,1.929584018,-3.192702133,13.35868003,0.872947863,1.946738805
64191.13594,-101.4391235,422.7200793,-65.70379463,-21.67108299,2.144829848,-0.177450756
64193.00508,-96.67652699,172.3772185,-80.07992025,-23.41765377,2.884341437,-0.154721307
62017.86985,-105.2622985,-52.8667057,-109.3061654,-4.071125275,3.381772861,-4.045079686
60894.95163,-77.55833835,-54.01255695,26.09295316,34.50585075,0.056309938,-0.119261649
68873.48176,1029.702207,-5.58057188,-73.37288887,-9.275758046,4.497323049,-0.054985628
65707.88032,-95.69263788,-36.6616914,-113.4352787,18.75950812,3.069839084,-0.15244649
73144.94326,-98.60753223,-37.46799097,-0.44403386,-6.517986525,1.57008461,3.964777516
71213.92734,-100.5341873,-37.29997699,-25.77673201,4.700854107,1.786886657,1.944227088
70817.9235,-100.3494066,-40.43869699,-26.73528749,27.11137067,1.357751886,-0.14808994
70818.97615,-95.24563863,0.946671367,28.68913144,28.57221918,0.210538771,3.913883588
73277.98842,-96.84776008,20.11397082,29.06674828,-1.732194663,0.820826475,1.946747392
45775.87932,-97.04332334,-37.9101832,-98.35362798,16.65762337,2.412229021,-4.054116366
45800.8998,-98.82533049,5.345948098,-103.9511342,-18.02734345,3.131894668,-4.0211465
46969.95842,-72.01560311,-27.25114746,16.49466898,19.08258018,0.22016847,-0.025846875
46971.027,-89.50133888,132.143545,13.16614286,32.33063919,-0.275131315,1.89683221
54434.01515,-96.24675603,177.5660028,-60.32193229,-31.46684084,2.458037728,1.93758791
55586.93022,-93.73896797,-29.38948474,-26.15829236,-20.41876925,1.966760904,-0.057416946
54551.0814,-83.24392816,229.1917647,5.436745101,-16.55415297,0.843473832,1.918378367
55762.02914,-81.25660568,128.171849,4.700783275,18.17194064,0.367812955,1.90430419
55833.88182,-99.99400216,-54.17639201,-87.24863733,-13.69837246,3.034850082,-0.014728943
54812.37881,862.3955708,-40.71545859,-71.07865921,-8.41295742,-81.59845927,-0.020727629
54880.95845,-87.25766234,-31.15197787,28.44547864,17.30816455,0.175862973,-0.031659225
55413.91076,-95.71416901,-42.91589934,-47.77558293,-18.4793815,2.356449393,2.000607891
52722.88186,-101.1191368,-33.00425045,-105.1024801,-22.75866567,3.452392415,-4.012804558
52650.8864,-101.3390616,-23.01919396,-105.1449768,-18.61829153,3.352302354,-4.022133058
60310.02954,-100.910512,174.9498998,-25.09394566,8.433820112,1.114860047,1.885723739
57814.89263,-104.1928681,-10.53904379,-106.8870389,-22.31754365,3.540316533,-4.030130536
58183.92959,-94.55463589,-30.88537455,-23.58001264,4.479983233,1.477991184,-0.098312906
55884.08947,-87.59165377,277.5855652,-17.61734007,14.92707301,0.597462873,1.85047287
55901.0603,-65.68938333,-65.18687659,219.3769853,-60.09886766,-23.71358346,0.145108922
