latitude,longitude,bedrock_depth,land_district_code,utm_zone_code,coordinate_acquisition_code,aquifer_lithology_code
49.54774972511848,-115.81897412812353,75.35589556540917,756.0,132.0,56,0
48.74126069444853,-123.4863937012323,3.0,272.0,110.0,0,2
51.673368653487806,-121.21919322389937,127.45982288150695,756.0,110.0,6,0
49.73269437673613,-125.06904741128801,32.480609757153076,240.0,110.0,6,0
49.06602250249149,-123.85680099203819,0.0,56.0,110.0,2,2
49.88746731599498,-119.41291857934206,159.49194504552906,1722.0,132.0,30,0
48.533703827874675,-123.4242252353298,70.0,3906.0,110.0,42,6
49.54721236642162,-124.67068522911536,8.0,1056.0,110.0,12,2
49.226601687515334,-119.8186294511676,14.676623741088896,2970.0,132.0,42,6
49.41699969086747,-115.424403144346,60.17996871357254,702.0,132.0,6,0
54.05353169028275,-124.70373177683317,82.0,210.0,110.0,20,2
49.61873795031801,-115.8957644744595,76.0,702.0,132.0,6,2
50.406914644667715,-115.87959893515688,187.02346824842178,702.0,132.0,0,0
49.46364523711271,-120.54271331863357,13.0,2970.0,110.0,2,2
53.83352447807248,-122.60232021464442,312.51628972648996,30.0,110.0,20,0
49.27159201415122,-124.17888201508072,144.3490348413211,1122.0,110.0,42,6
50.324233154420284,-119.15905518673904,155.0,1722.0,132.0,2,2
53.55532282422614,-122.65222009838845,105.97306431273253,30.0,110.0,42,6
49.28344343811588,-121.7803539824018,152.55460212018824,1332.0,110.0,20,6
48.71916673869546,-123.5723418505817,98.77372693160284,2862.0,110.0,2,0
52.9604223930883,-122.49416604126121,139.00359943953268,30.0,110.0,12,0
48.533703827874675,-123.4242252353298,2.0,3906.0,110.0,2,2
50.706779129836896,-122.2886171691853,102.36771721118104,756.0,110.0,2,0
48.52717004631833,-123.44429036939701,8.0,3906.0,110.0,2,2
49.83163679423806,-125.6230959704535,22.68095721853727,240.0,110.0,2,6
53.83752873094747,-122.9000714923741,380.0,30.0,110.0,20,2
49.494862600094216,-121.42137378089413,41.62574018836254,3540.0,110.0,20,0
49.096960340577944,-123.73730276638513,8.891285106774843,1056.0,110.0,42,6
50.46751173355944,-119.75343880389191,44.02980069353572,650.0,132.0,6,0
49.17325993532946,-122.28175419130804,72.50678656924845,1332.0,110.0,20,0
50.90936042524576,-119.45745910887071,44.65680501798851,650.0,132.0,6,0
59.431839027459574,-126.09392552556976,37.89720175895875,42.0,90.0,0,6
49.14874908129166,-122.58708188448657,338.7916262170546,1332.0,110.0,12,0
49.36856632483408,-120.131623999587,104.72821520622578,2970.0,110.0,6,0
56.0655539368658,-121.8617612501029,75.0,1980.0,110.0,30,2
50.812711348873464,-119.30682152814536,139.5628655961378,650.0,132.0,6,0
50.00853169585805,-125.25019090627224,105.54878692513665,2652.0,110.0,6,0
49.51920213157963,-115.7926992616235,71.0,702.0,132.0,6,2
48.57867358447239,-123.63764065433428,7.0,930.0,110.0,42,6
50.70908908417585,-116.11156679111852,78.0,702.0,132.0,72,6
49.62041331616931,-116.97231198129133,49.241964771509416,702.0,132.0,2,6
51.68853969628083,-121.30000637593443,67.6905629884982,756.0,110.0,42,0
49.301086559791976,-124.8559282289433,59.42602402819693,2.0,110.0,0,0
49.07072578906823,-119.56381446504568,0.0,2970.0,132.0,20,2
49.17795007991726,-122.4997681527951,8.0,1332.0,110.0,12,2
52.10902141053506,-122.09722360589872,205.46805283780432,30.0,110.0,12,0
52.104420067549604,-122.18300689968153,65.0,30.0,110.0,12,2
52.91560726832253,-122.4355956379716,241.91515073348177,30.0,110.0,12,0
49.04598453515903,-122.66942703142166,202.94679477850914,1332.0,110.0,12,0
49.361531789249526,-123.41715387925811,76.0,1332.0,110.0,6,2
50.03132401804712,-117.40819190014588,92.9829126656426,702.0,132.0,2,0
49.101155908167534,-122.54088014782866,158.1656759304697,1332.0,110.0,12,0
52.22949428656464,-121.8014353965477,86.0,30.0,110.0,6,0
49.0983868669405,-121.90292404804902,178.68501340391242,1332.0,110.0,56,6
48.72681291550288,-123.60581988508056,292.4825168217926,272.0,110.0,0,0
49.0493037480413,-122.27154825348877,18.2997700315105,1332.0,110.0,12,0
49.23864329360782,-124.07073515812885,128.8730491627815,3422.0,110.0,42,6
49.07830725486433,-121.82441783387684,88.44242725743634,1332.0,110.0,56,6
48.85714663284818,-123.47710786156522,27.728803109538127,272.0,110.0,12,0
49.26410360792645,-124.2440717174525,103.56983763960757,1122.0,110.0,12,0
49.091630122940245,-122.62210323383049,186.56299533423334,1332.0,110.0,12,0
50.92093803036068,-119.51260039988296,50.0,650.0,132.0,0,6
50.91361474064702,-119.43768474894125,42.09404543631639,650.0,132.0,6,0
51.5274892387329,-120.87971464468077,20.0,756.0,110.0,2,2
58.438117605913845,-129.995123508951,121.0435404766591,42.0,90.0,42,6
49.283603488756846,-124.18053861881148,1.0,1122.0,110.0,0,6
49.49471453224142,-119.03956295839842,5.0,2970.0,132.0,6,2
48.77866252662545,-123.75347345583444,34.0,2070.0,110.0,12,0
50.587062203051005,-119.15984276901884,22.841153511787194,650.0,132.0,6,0
53.674529008456204,-122.68144647987198,122.62928532017278,30.0,110.0,20,0
51.243949020688106,-119.95853592250644,121.62979552016533,650.0,132.0,42,6
49.22360127382238,-115.20775924696805,96.3728214171831,702.0,132.0,6,0
49.06527782576925,-118.47443991593023,91.56700661400782,2970.0,132.0,6,0
54.512379771091865,-128.543577238174,69.9058009659257,210.0,90.0,20,0
49.71390855764865,-124.99157051655773,115.86721453305518,240.0,110.0,6,0
48.767616309144415,-123.69859051594024,52.63782756109843,2070.0,110.0,6,0
49.03510786246676,-122.47334177189356,313.33793351689764,1332.0,110.0,12,0
49.12265996315339,-122.67519694457822,182.76530113247404,1332.0,110.0,12,0
48.572803548998486,-123.4850293322534,2.0,600.0,110.0,0,6
48.789775683486376,-123.40948318418799,2.0,272.0,110.0,12,2
49.10209688091817,-121.84129361616202,80.86281375903826,1332.0,110.0,20,0
49.54721236642162,-124.67068522911536,13.289584314181342,1056.0,110.0,12,2
49.04857662396528,-122.39814958742014,418.14139695495396,1332.0,110.0,2,0
51.58485918848205,-121.32495196764923,9.0,756.0,110.0,2,2
52.363172386435785,-121.33087396983363,23.0,30.0,110.0,20,2
49.367258481590106,-121.51358274022498,38.84434979980252,3540.0,110.0,56,6
48.80208828762329,-123.44498789033904,3.468014275509975,272.0,110.0,42,6
49.68980186585494,-115.97235231296555,116.0,702.0,132.0,0,0
54.83615462379951,-127.13495242481272,105.0,210.0,90.0,20,0
50.08223562243062,-119.49765308169259,5.5,1722.0,132.0,12,6
49.24504056281742,-122.23155066519297,66.37488214706232,1332.0,110.0,20,0
53.89961735343563,-122.67117786173314,305.53041836345596,30.0,110.0,20,0
48.702821863009135,-123.56136150351534,6.0,2862.0,110.0,12,6
48.361775249627,-123.55540095747794,2.0,930.0,110.0,12,2
50.561674346012786,-127.01053186933763,48.12530379864878,2450.0,90.0,20,0
49.829425791718045,-119.3926654886833,84.57420655887775,1722.0,132.0,6,6
50.01129216741398,-125.26691187171555,133.81499265172087,2652.0,110.0,6,0
49.0432316166894,-119.48250099124965,73.84708407606395,2970.0,132.0,12,0
56.303519717875794,-121.05292142228039,55.060452875936406,1980.0,110.0,20,0
49.41027659498086,-119.56659348636607,16.220924298761172,2970.0,132.0,20,0
51.31923743046825,-116.93828226864548,18.0,702.0,132.0,42,6
49.179982874317524,-122.53776220388606,110.25814334980282,1332.0,110.0,12,0
50.482826350355026,-119.18896365595816,14.0,650.0,132.0,0,6
52.86871311691912,-122.4133284646925,80.0,30.0,110.0,6,2
51.123607086519,-120.06289906589446,219.33972033418738,650.0,110.0,2,0
48.65879934216772,-123.44275413200576,38.0,1640.0,110.0,2,2
49.0612663091933,-122.64846788311303,202.63285673806774,1332.0,110.0,12,0
49.11372164180296,-122.49617610860365,159.57636932734079,1332.0,110.0,12,0
52.10902141053506,-122.09722360589872,40.0,30.0,110.0,12,2
49.48468262587144,-115.84587744519078,120.0,702.0,132.0,6,2
53.936981295995956,-122.53469929118218,47.27944708639999,30.0,110.0,20,0
49.28146872964177,-124.16079321431708,55.0,1122.0,110.0,2,2
49.15510775159876,-122.66426763476188,128.29757534368983,1332.0,110.0,12,0
50.83883319679672,-119.31852436378016,215.05096028675007,650.0,132.0,6,0
50.42687340389778,-119.2331192370818,246.79886470094849,650.0,132.0,6,0
49.13576278756748,-122.65405243849516,117.38262003612148,1332.0,110.0,12,0
48.52717004631833,-123.44429036939701,2.0,3906.0,110.0,12,2
48.674131305492644,-123.59479655267181,73.1489646735229,2862.0,110.0,2,0
48.80456993922947,-123.28095432455262,0.0,272.0,110.0,12,2
49.091630122940245,-122.62210323383049,185.5888614644426,1332.0,110.0,12,0
53.91154272292934,-124.02362120054451,135.95091712049458,182.0,110.0,2,0
50.63773499151636,-119.7866071090136,51.80290475214743,650.0,132.0,2,0
54.107120726634605,-124.290477337013,185.19864347239903,210.0,110.0,20,0
49.26427434006598,-115.8495070440563,96.31236715137395,702.0,132.0,6,0
49.68710403253406,-124.88289035225918,176.63054180985762,240.0,110.0,42,6
48.63401563182653,-123.55409274768054,28.0,870.0,110.0,6,2
50.879068197123935,-119.88855056183407,113.35233582530385,650.0,132.0,6,0
50.24145564001437,-119.34263830144658,164.1085271459244,1722.0,132.0,6,0
49.440635743590505,-115.7998153407691,36.018819744455335,702.0,132.0,42,6
49.01475093502155,-122.3301199646003,185.0501229879327,1332.0,110.0,2,0
50.51251329178928,-119.22253632729542,109.31885734015245,1722.0,132.0,2,6
49.1157804290221,-123.82324204680883,69.4388512996341,56.0,110.0,2,0
51.56939171192136,-121.15897846263142,24.0,756.0,110.0,2,0
49.101155908167534,-122.54088014782866,42.394785945116276,1332.0,110.0,12,0
48.80690351567298,-123.47858332293467,56.558775797690664,272.0,110.0,42,6
51.862899050481644,-120.86992305368764,51.047611181440374,756.0,110.0,56,6
49.89728948605138,-118.08889377197463,70.0,702.0,132.0,6,0
48.74624938287438,-123.21547232173339,18.0,272.0,110.0,56,2
52.21133550386915,-122.08808380191,20.820951503204586,30.0,110.0,56,6
49.01117227792983,-122.282087906736,52.75413394485938,1332.0,110.0,12,0
48.42661141732848,-123.54060141065462,5.0,930.0,110.0,12,2
49.16653023938453,-122.58514257028334,287.919249312762,1332.0,110.0,42,0
48.64314836184351,-123.62414466835646,82.0,870.0,110.0,0,6
49.81890723445102,-119.48274376065208,187.31414715889687,1722.0,132.0,20,0
49.28792483918204,-124.35939515538051,4.0,1122.0,110.0,12,2
49.53568487292996,-124.81685007222491,5.891756118678861,1056.0,110.0,12,2
49.45961237956702,-120.41238252159026,72.32323032196985,2970.0,110.0,6,0
49.0061913721084,-122.58113772333066,165.28119244687068,1332.0,110.0,12,0
48.361775249627,-123.55540095747794,0.0,930.0,110.0,2,2
49.373416369578045,-123.33129860323149,35.0,1332.0,110.0,20,2
49.5353627998718,-124.66029871151252,3.0,1056.0,110.0,12,2
48.71916673869546,-123.5723418505817,213.04203100625287,306.0,110.0,56,6
55.885572450162414,-120.21754495630718,109.58916524024211,1980.0,110.0,30,0
48.789302482441634,-123.69199839473511,10.0,3782.0,110.0,2,2
48.66592271956096,-123.55949283140151,10.0,2862.0,110.0,2,2
48.572803548998486,-123.4850293322534,20.0,600.0,110.0,2,2
49.44291654206062,-123.4325884460301,2.0,1332.0,110.0,6,2
55.7698538142266,-120.73866551996319,41.0,1980.0,110.0,30,0
49.310141212193265,-119.7191089349649,65.73719536130527,2970.0,132.0,20,0
52.1134453989481,-121.90994484116223,130.50989455531177,30.0,110.0,42,6
49.96754895103968,-119.38411689459785,47.19546377042772,1722.0,132.0,2,6
49.22036908013114,-119.55211899838812,19.304831830911038,2970.0,132.0,12,0
49.66944359527458,-125.0326642440004,21.074206827166886,240.0,110.0,6,2
52.44071333761879,-126.3315276366144,51.18430274971875,156.0,90.0,72,6
49.160530049951284,-116.2755838624741,141.7745476491385,702.0,132.0,42,6
49.04081348581722,-122.84065159907566,326.82794342206233,1332.0,110.0,12,0
49.16679041825573,-123.85683678698882,4.0,1056.0,110.0,42,6
50.261187583854735,-119.23279132634735,106.92459364141094,1722.0,132.0,6,0
48.64314836184351,-123.62414466835646,11.0,870.0,110.0,6,2
49.05380655363658,-122.71589145271406,298.36465218495044,1332.0,110.0,12,0
49.089761300812796,-122.79783419774726,373.39359004733876,1332.0,110.0,12,0
48.752615387492426,-123.75807026360692,79.97350392603778,2070.0,110.0,2,0
49.174236631778335,-123.79187052753154,24.0,1056.0,110.0,12,2
49.23864329360782,-124.07073515812885,2.0,3422.0,110.0,42,6
52.43070256851559,-122.29069283939623,55.39346553594811,30.0,110.0,6,0
55.83197499890623,-121.79635837779708,190.0,1980.0,110.0,2,2
49.04415635939456,-122.65913010834697,194.43858965361838,1332.0,110.0,12,0
48.86214642221246,-123.54912298692007,0.0,272.0,110.0,12,2
49.35845255773802,-120.03081675752321,6.0,2970.0,110.0,6,2
49.285826454002304,-119.63387842874232,31.628653533629173,2970.0,132.0,6,0
52.06485891804191,-122.1126327446942,148.35021356383965,30.0,110.0,12,0
49.18157059303258,-119.75954097419543,34.96223021750134,2970.0,132.0,0,0
54.28567257260518,-124.24319853014575,144.9172328366929,210.0,110.0,6,0
48.630677163353795,-123.4175778543132,50.35288503988211,1640.0,110.0,12,0
50.64533163326609,-119.95561794670897,118.81875277957342,650.0,132.0,2,0
48.509917693445544,-123.51822770478282,25.0,600.0,110.0,20,2
50.217329674064274,-118.83193679904574,103.27643635830007,1722.0,132.0,42,6
49.507550267684664,-124.6428429325369,3.0,1056.0,110.0,12,2
50.01664850083098,-125.15450819624677,27.385579553564035,2652.0,110.0,12,0
49.79754499291802,-124.48184343220404,174.7878926187539,1332.0,110.0,6,0
48.368798674569646,-123.83121003981044,16.0,1806.0,110.0,2,2
52.84448869023378,-122.40896281307688,73.3554018752188,30.0,110.0,6,0
49.03457924210499,-122.3145377028114,142.20007629421704,1332.0,110.0,12,0
53.98198028737271,-122.69831251466941,96.78848220722462,30.0,110.0,20,0
53.9675128957887,-123.99821668791813,110.0,110.0,110.0,0,2
48.82549999425602,-123.46544212160853,0.0,272.0,110.0,12,2
49.17623047993172,-123.81581738004557,5.0,1056.0,110.0,12,0
49.069600944762506,-117.60872699654428,65.54811376623961,702.0,132.0,6,0
49.09973785812771,-122.3751217779695,268.8199130406634,1332.0,110.0,2,0
51.68740625360847,-123.13889956556845,36.95503666209609,756.0,110.0,42,6
52.99916398029126,-122.51779933105433,154.37613831813573,30.0,110.0,12,0
52.76433757467937,-122.44330957494542,87.77138879546544,30.0,110.0,6,0
49.222392962068994,-122.40474610561877,125.4659501838824,1332.0,110.0,20,0
50.26736767216116,-118.80910744767861,39.447110764244265,1722.0,132.0,12,6
51.85852598365705,-121.24401496696996,104.60416069802642,756.0,110.0,42,6
50.49358294738732,-119.23309799922541,12.87134739812853,1722.0,132.0,0,6
48.509917693445544,-123.51822770478282,5.0,600.0,110.0,20,2
49.0344112098287,-122.75546956966238,324.9562727200485,1332.0,110.0,12,0
52.0953170493786,-122.11687529737713,75.63756690696808,30.0,110.0,12,0
49.78346762259359,-125.05809805576554,176.03834751748246,240.0,110.0,6,0
49.78585631847424,-115.72993367489924,82.25781021291706,702.0,132.0,72,0
49.0418951860239,-123.77463261855976,11.0,1892.0,110.0,2,2
48.77539606234481,-123.44941233079908,8.419041726179833,272.0,110.0,2,6
49.87649762268925,-119.44140146073687,159.36212341205098,1722.0,132.0,6,0
49.18157059303258,-119.75954097419543,83.19102367017642,2970.0,132.0,0,6
54.75281686553816,-127.1504560278681,130.4972168360096,210.0,90.0,20,0
49.23864329360782,-124.07073515812885,21.68793963599231,3422.0,110.0,42,6
51.36659535685219,-121.2713692189796,6.0,756.0,110.0,0,2
53.071977053762424,-121.5116177885366,23.0,30.0,110.0,20,2
49.47732904234241,-117.4444496422825,10.989552757155844,702.0,132.0,42,6
52.06249649011455,-122.15514566199423,50.0,30.0,110.0,12,2
49.37660537383647,-123.35164111284028,11.570792038541937,1406.0,110.0,42,6
49.46364523711271,-120.54271331863357,52.20423151824053,3540.0,110.0,56,0
49.039806391920344,-122.5328919896633,217.0248434939777,1332.0,110.0,12,0
48.48034422133439,-123.51832846201773,4.0,600.0,110.0,42,6
55.97514726305006,-120.50590224293026,110.66374871021877,1980.0,110.0,0,6
52.11467922155561,-122.17166551961218,82.68126216607234,30.0,110.0,56,6
48.65309348146557,-123.71052246231842,23.0,552.0,110.0,42,6
49.01475093502155,-122.3301199646003,173.5381674644103,1332.0,110.0,12,0
49.304057948182574,-121.64789248504545,77.0,3540.0,110.0,20,0
50.39029770740695,-119.83118654688948,110.66083674061892,650.0,132.0,6,0
49.226601687515334,-119.8186294511676,83.44164151133921,2970.0,132.0,6,0
48.71916673869546,-123.5723418505817,285.0,272.0,110.0,2,0
54.857540125695394,-127.13617258778653,57.941179838373046,210.0,90.0,0,0
49.04058129807105,-123.85344536303026,94.0,1892.0,110.0,0,6
48.50329207770161,-123.46403956634319,25.0,600.0,110.0,20,2
49.534281224434494,-124.75904502958852,38.0,1056.0,110.0,12,2
48.562631814841964,-123.58696733786775,56.0,870.0,110.0,42,6
49.05239300118557,-118.47811656160373,57.0,2970.0,132.0,56,6
49.930788549218406,-124.67511218216222,13.432792043062515,1332.0,110.0,42,6
49.22765007298829,-119.54619963811487,21.87868337100941,2970.0,132.0,12,0
49.36905188568121,-119.54337455500833,7.0,2970.0,132.0,20,2
51.950956316072286,-122.11772454857491,115.98403934688248,30.0,110.0,6,0
49.27008667996957,-121.78556466771157,128.49527708393651,1406.0,110.0,0,6
49.440635743590505,-115.7998153407691,40.0,702.0,132.0,6,2
48.48996285132161,-123.42710670434141,9.258896643779222,3906.0,110.0,2,2
56.52599159561835,-121.23149725519822,54.40049156384934,1980.0,110.0,30,0
49.17256825263656,-122.65149110955798,95.48238845279558,1482.0,110.0,2,0
48.87865375647656,-123.32001491928358,2.1065289647866194,272.0,110.0,0,2
48.87681217031764,-123.70587149043227,58.59346759882835,72.0,110.0,6,0
48.38268339638258,-123.58332795357559,1.0,930.0,110.0,2,6
48.905295300856665,-123.52348101220404,11.0,272.0,110.0,12,2
49.17325993532946,-122.28175419130804,91.21863583753978,1332.0,110.0,30,0
50.70908908417585,-116.11156679111852,228.57197626966104,702.0,132.0,6,0
49.55257306504598,-124.8278048108245,15.40154860721028,1056.0,110.0,0,6
49.06708414748547,-122.0626337102705,30.576451688211332,1332.0,110.0,20,0
49.89129561252215,-125.23301705976647,85.0,1560.0,110.0,20,2
49.14718685857779,-121.90411713571861,54.15746965503908,1332.0,110.0,0,6
49.38011845596384,-116.7275201870901,34.974728623915794,702.0,132.0,0,6
52.3744757654176,-126.75284057960104,90.8024160017632,156.0,90.0,72,6
52.3744757654176,-126.75284057960104,97.0,156.0,90.0,20,2
49.26427434006598,-115.8495070440563,89.34573637611538,702.0,132.0,42,6
49.051513382576154,-116.44924049282209,20.0,702.0,132.0,2,2
49.78585631847424,-115.72993367489924,82.26058214309178,702.0,132.0,72,0
52.99486488079226,-122.48040611248227,86.08959570775156,30.0,110.0,12,0
49.30601729316826,-124.47547712157464,43.0,20.0,110.0,2,0
54.11663428596791,-121.94103182722785,205.283100011275,30.0,110.0,0,6
48.92412636309018,-123.57389484623948,2.682988657321847,272.0,110.0,56,2
49.057406303640974,-122.75671732863984,333.244970734664,1332.0,110.0,12,0
51.22633459396736,-116.88716965461944,97.70516886420467,702.0,132.0,42,6
49.013892932233965,-122.42775290327994,383.77613878114295,1332.0,110.0,2,0
48.65309348146557,-123.71052246231842,7.0,552.0,110.0,0,6
51.589631930508446,-122.19329769445183,47.293429875229315,30.0,110.0,42,6
48.87865375647656,-123.32001491928358,33.0,272.0,110.0,12,2
48.805777866668784,-123.19364159590114,11.0,272.0,110.0,12,2
49.88746731599498,-119.41291857934206,158.97629273241895,1722.0,132.0,20,0
50.172231623511756,-125.17463013392891,4.6940894611941895,2652.0,110.0,42,6
49.00829420139225,-122.07515399813146,132.93327983109387,1332.0,110.0,42,0
54.98510349178884,-127.32222923387921,0.0,210.0,90.0,20,0
49.13576278756748,-122.65405243849516,120.68330046108052,1332.0,110.0,12,0
49.091630122940245,-122.62210323383049,167.4580705355381,1332.0,110.0,12,0
52.88606744006738,-122.4470025025012,243.0,30.0,110.0,6,0
48.80456993922947,-123.28095432455262,12.0,272.0,110.0,12,2
51.98562470249484,-122.19413980643625,27.0,30.0,110.0,6,2
49.17546446554026,-122.31264279717149,43.36021950768243,1332.0,110.0,2,2
48.79252957374162,-123.49569057901202,7.463356886741714,272.0,110.0,42,2
49.372204539872904,-121.54187077885327,38.73206314963828,3540.0,110.0,56,6
49.00217550767658,-123.62807844574948,6.0,272.0,110.0,42,6
51.61258487950207,-121.19159181655891,23.0,756.0,110.0,42,2
51.55852059132026,-120.98521860772108,74.49623509796712,756.0,110.0,42,6
49.191385041701714,-122.80084640852262,286.7040218206999,1332.0,110.0,12,0
49.15858748355145,-119.52823290972643,53.150150050990426,2970.0,132.0,42,6
53.94003304556977,-122.5128545470336,65.0,30.0,110.0,20,0
50.283684233119075,-118.94463904046317,132.8585460607736,1722.0,132.0,12,6
53.983585936794086,-122.72356666122262,143.26083615723803,30.0,110.0,20,0
50.0408454568953,-125.21207956559468,75.0112281446941,2652.0,110.0,12,0
58.438117605913845,-129.995123508951,115.53856035664055,42.0,90.0,42,6
