well_tag_number,latitude,longitude,latitude_orig,longitude_orig,licence_status,diameter,bedrock_depth,finished_well_depth,static_water_level
95939,-121.93904210673458,49.12717673022286,-121.936674000272,49.1255940002019,0,42.0,112.61578362198235,46.79817505106112,8.79817505106112
95255,-121.8996965943131,49.21061894283379,-121.900006999332,49.2110959999885,0,6.0,49.21381389215778,27.11331828958114,12.11331828958114
94194,-121.93968962295803,49.199218860665866,-121.937163999574,49.2039230002858,0,72.0,50.13059699235834,53.66457483722395,8.164574837223949
92433,-121.97180217708117,49.09721990775146,-121.97659999971,49.0943530002923,0,42.0,123.06570045491314,95.14664805174151,47.845742150090274
92435,-121.9560534802606,49.169953415925264,-121.954346000659,49.1723080001924,0,42.0,62.89266850187715,40.24756535460834,12.247565354608339
92439,-121.94865637218373,49.19602278148997,-121.953350999933,49.1928000001072,0,42.0,54.80274358558609,34.23633497239122,18.236334972391223
92445,-121.90309605731646,49.19753723939428,-121.90014299994,49.1969020002139,0,42.0,50.86880821346641,36.58221676013634,9.582216760136339
93692,-121.8996965943131,49.21061894283379,-121.897442999927,49.2171069997323,0,72.0,48.55674956553807,236.1323622896206,10.951076238184221
94417,-121.91876644601979,49.2014591981627,-121.924596000641,49.199173999747,0,42.0,62.995727451008264,34.485783165452666,9.33387812809566
93274,-121.91876644601979,49.2014591981627,-121.924765999898,49.1982759997518,0,42.0,63.14405126865184,36.05541837094792,13.444311252275464
93275,-121.91876644601979,49.2014591981627,-121.925015999727,49.198162000326,0,72.0,63.21857147499855,36.11354283834138,13.46106217906092
93282,-121.90235684169501,49.098406987631044,-121.906915000218,49.0932019996478,0,42.0,77.22551810572847,696.8603157896966,66.71150735603825
93863,-121.88521456304014,49.18263379309658,-121.887189999599,49.1887539999082,0,72.0,36.151256351641976,93.58355190793581,9.532375415049605
92202,-121.8952399194827,49.108136127795035,-121.894366000335,49.1136459999627,0,42.0,12.820506284680581,418.6039203669007,100.6039203669007
93309,-121.91876644601979,49.2014591981627,-121.91542999965,49.2040090002718,0,42.0,63.733557853420685,60.44185229345341,9.853458199370877
93310,-121.91876644601979,49.2014591981627,-121.915430999754,49.2039460001452,0,72.0,63.993195033783024,62.377326092799606,10.11837691313524
93326,-121.90235684169501,49.098406987631044,-121.907344000056,49.1011490002008,0,42.0,67.28828463091443,497.6290255207938,79.6290255207938
93328,-121.90235684169501,49.098406987631044,-121.907276000546,49.1011030002475,0,42.0,66.71079166442277,397.73124395906797,34.73124395906797
93329,-121.91876644601979,49.2014591981627,-121.913678999577,49.2049819995955,0,42.0,62.21107692559394,34.04320850353045,28.043208503530447
92270,-121.8952399194827,49.108136127795035,-121.900763000115,49.1211919996086,0,42.0,99.658314108506,70.658314108506,8.658314108506003
93375,-121.90235684169501,49.098406987631044,-121.905307999652,49.0965510000222,0,42.0,22.977708182255363,697.5252597454648,59.525259745464886
93402,-121.94798940266995,49.16703625420108,-121.947531000453,49.1727950004127,0,42.0,60.35839810161974,47.72090485281295,19.720904852812954
92315,-121.91876644601979,49.2014591981627,-121.912733999485,49.2073659998976,0,42.0,63.8546838415098,136.69253313430391,12.692533134303924
99798,-121.93445253096091,49.1530275332354,-121.93521699942,49.1660699996476,0,72.0,65.53665015308407,195.08349428426425,6.083494284264242
99835,-121.88716760006456,49.09189154171944,-121.891806000046,49.0919959999242,0,42.0,45.281548101197004,174.18367052207532,124.18367052207533
100918,-121.9632947549948,49.19158104759962,-121.955739999495,49.1842899995542,0,110.0,57.927237367255906,37.36940221401228,16.369402214012283
100966,-121.8952399194827,49.108136127795035,-121.895470999419,49.1108050003807,0,42.0,15.365364423240026,245.39352334566297,83.15377381466446
100972,-121.90309605731646,49.19753723939428,-121.899717000659,49.1969519996366,0,42.0,50.883810620320084,36.63961930503426,10.639619305034257
100979,-121.90309605731646,49.19753723939428,-121.899719999905,49.1966700001148,0,42.0,50.70341248941423,43.37142883625877,10.371428836258772
100985,-121.88077448532243,49.121183247607775,-121.888267999921,49.1216209997614,0,42.0,16.164442863042915,451.15622939187347,69.53086533853094
100992,-121.94798940266995,49.16703625420108,-121.947489999695,49.1656609999983,0,0.0,65.27707994021765,40.65244913566512,7.652449135665119
101100,-121.90270242451872,49.182016263815676,-121.899147000461,49.1885989999741,0,0.0,56.95986549864648,59.95986549864648,11.459865498646483
101111,-121.90235684169501,49.098406987631044,-121.898118000552,49.0970490002004,0,42.0,29.812387236146556,101.81238723614655,48.37215673843833
101211,-121.90270242451872,49.182016263815676,-121.905570000002,49.1819200003146,0,0.0,47.03805874962555,92.37701315081172,9.377013150811722
101222,-121.96494089202754,49.16536336179242,-121.966169000133,49.1632479996046,0,72.0,128.20272122211827,220.60272122211828,8.900840734027312
101046,-121.91876644601979,49.2014591981627,-121.915417999812,49.2039189999436,0,0.0,64.34946687545829,64.48042311607598,8.480423116075979
101173,-121.9632947549948,49.19158104759962,-121.958940000502,49.1937599996468,0,0.0,55.50276907989807,57.06474624980933,25.900080704693252
100070,-121.91876644601979,49.2014591981627,-121.920916000477,49.2118150001741,0,42.0,62.676433703306486,56.52903488459991,15.529034884599909
101051,-121.91876644601979,49.2014591981627,-121.915404999565,49.203909999655,0,72.0,63.43404885422363,61.56919664991555,7.56919664991555
100128,-121.8996965943131,49.21061894283379,-121.89846800027,49.2154799999932,0,42.0,47.95183883651431,34.31448011561118,7.314480115611183
99067,-121.88077448532243,49.121183247607775,-121.888979999805,49.1277810000201,0,72.0,16.146799087679103,37.561446987243,5.561446987243001
98079,-121.94865637218373,49.19602278148997,-121.944796000464,49.1988120000823,0,6.0,51.94188177014205,44.33013520588016,12.330135205880158
98801,-121.90309605731646,49.19753723939428,-121.90562200041,49.193706999581,0,6.0,52.50065505589357,120.81757652733803,10.817576527338028
98860,-121.94865637218373,49.19602278148997,-121.949189999405,49.198734999836,0,6.0,52.5560429362457,45.03315097820588,18.033150978205885
98891,-121.91876644601979,49.2014591981627,-121.925465000494,49.201521000375,0,6.0,62.535111356080535,30.68362316930688,14.68362316930688
97909,-121.9569346380605,49.12424894234747,-121.950093000006,49.1236390000555,0,72.0,84.74504052961939,60.89608263035776,10.39608263035776
97986,-121.94865637218373,49.19602278148997,-121.947259999703,49.1984739999634,0,6.0,52.54232173061893,30.746029299341938,17.746029299341938
105666,-121.88487476388094,49.199039445976595,-121.884840000334,49.2026499998723,0,110.0,52.50732492627873,199.20358885542007,11.203588855420074
103933,-121.90235684169501,49.098406987631044,-121.904112000369,49.0967100001339,0,42.0,22.1131624405089,264.635083078369,29.63508307836899
103945,-121.90235684169501,49.098406987631044,-121.904074000582,49.0984640000579,0,42.0,53.7600662213578,345.7600662213578,85.7600662213578
103948,-121.90235684169501,49.098406987631044,-121.903171000244,49.0990309998957,0,42.0,28.41722477969763,305.67285011580026,120.67285011580029
103953,-121.90235684169501,49.098406987631044,-121.903212999357,49.0971250003584,0,42.0,23.376905830146608,525.5318424169767,180.53184241697667
103172,-121.91876644601979,49.2014591981627,-121.923633000649,49.2011709998662,0,6.0,62.03952829453285,28.576518365543084,11.576518365543084
101904,-121.90235684169501,49.098406987631044,-121.903007000099,49.0971410002465,0,0.0,23.34965845882712,325.38670981555913,80.38670981555914
108508,-121.91993131042129,49.161704027777205,-121.918189999632,49.1622600003593,0,42.0,59.58651226050816,196.21392191676952,5.633921916769503
109785,-121.94865637218373,49.19602278148997,-121.94694000031,49.1915720003871,0,72.0,52.93821743110087,59.27010832988382,14.270108329883815
108793,-121.88521456304014,49.18263379309658,-121.89180999939,49.18076999982,0,72.0,36.380289299058354,153.94999448884974,5.949994488849753
109956,-121.93968962295803,49.199218860665866,-121.944050000167,49.2029160002724,0,42.0,49.95977293566002,91.20372508197072,36.35372508197072
109968,-121.97586276278999,49.190819469174336,-121.979951999662,49.1934159999777,0,42.0,39.03591699707392,68.41382213674507,8.413822136745067
