pca1,pca2,pca3,pca4,pca5,pca6,pca7,Lat,Long,WELL_TAG_NUMBER
-39532.064958230374,-37.300829493422526,-18.64728670428376,-11.819748536911026,-35.39963193521059,0.08870910198249496,0.11722038822370516,49.017346999999994,-122.459373,5822
-11311.047503399688,-47.70694119460231,-13.77020756381259,10.19537072282266,-0.6440332960207711,-0.46061498158364816,0.026741823142767556,49.027539000000004,-122.455487,34043
-4991.0415071999305,-47.06219728547152,-36.12922967785687,36.71356309055133,-5.1817963292935785,-0.706179208811295,0.03861611372214577,49.026082,-122.45936100000002,40363
1606.9397185339988,-52.697434922690256,-45.05303942006466,10.767084113802838,-1.0799589552204885,-0.15017633829719007,0.017380407352552838,49.027885,-122.458165,46961
1072.5118437938077,1149.7167560834562,6.11558452045782,-82.75249838128875,43.70314021102229,2.377446690114005,-0.08609134646455624,49.017549,-122.45643000000001,46426
14363.526542123444,1146.2042751780991,0.5709154943640091,-61.034259292494774,10.669024721790246,2.8983971656687086,-0.052195734973503015,49.01859,-122.455899,59717
52853.931737474195,-91.8964696689747,-28.19863195277044,-20.763215068417992,4.120704247198508,1.3212038033888764,29.97553224965937,49.004532,-122.45823999999999,98208
-34550.09560089065,-43.9991451439482,-28.892043587639183,-54.43840471924755,-15.421615972721762,0.6144299678712831,0.07127254370111748,49.089110999999995,-122.458786,10804
-25494.983410697976,-22.169890357417934,-19.5437575512096,134.64089465790738,82.36799837118731,-4.7245061848903545,-0.02952232732148395,49.102841999999995,-122.45948600000001,19859
-8532.982744725194,-29.141884914882574,-27.818395264538474,138.99673868153545,91.60632007106408,-4.63643864839279,-0.0660794998293859,49.110378000000004,-122.459048,36821
1457.9934422158462,-37.784298800259144,-33.67856016253,100.54113206733516,92.68128031381642,-3.7210697599022144,-0.09060227974129448,49.113995,-122.45911799999999,46812
3385.9882488838543,-39.789160116126425,-34.718184659422185,90.28339507638998,79.13709385195595,-3.2187111758750984,-0.07984493649288352,49.114538,-122.45807099999999,48740
-44329.1003611075,-51.85315619131242,-24.310557123006227,-55.04683157066756,-29.164284636818543,0.6781727094234009,0.10744172388266146,49.032309000000005,-122.39448700000001,1025
-43146.05886038875,-46.53977364219723,-8.389891234460611,1.3549182896685512,-35.17421443883196,-0.2720190671681471,0.12268911307785951,49.029246,-122.38346999999999,2208
-43145.07607456135,-49.99421688942245,-4.374447457467054,-29.069923174742993,-17.028651881665304,-0.06452732572913931,0.08632887482072177,49.03114,-122.37934299999999,2209
-43083.01374407099,-54.07536602457025,133.16031383580946,-34.421403076013775,8.263808093212594,-0.7022403694508388,0.0011187178280217288,49.031231,-122.37964299999999,2271
-35043.104610398266,-55.95318601588627,-29.326183676818147,-55.7696845921499,10.345600006187244,0.10168377800816017,0.03483633272480372,49.034898999999996,-122.38587700000001,10311
