pca1,pca2,pca3,pca4,pca5,pca6,pca7,latitude,longitude,well_tag_number
-24149.52734839603,4777.926917322021,29.06587098116349,-119.08935886974005,22.47222151157881,-5.000974635215198,-3.42991208920339,56.272959,-120.941796,20442
-10403.725647887424,-2048.5693535030614,684.3620271247427,195.31825329681445,4.0048082461048065,-1.6971747714381349,-1.2031522343754706,50.399426,-119.278168,34241
-24109.98135610936,-2301.9223669167277,11.802465523677585,21.182828151572586,-9.555272285761749,-5.355497931710262,0.0500773430002758,50.414035,-115.902756,20538
16708.543930812666,2293.237869274721,-331.35953145878614,-82.86525967028041,-19.54487004398345,-1.204791090832367,-0.0829374077365764,52.088886,-122.184779,61319
-15109.268781278048,85.95867333548449,-414.41855389073004,153.15782952055105,6.685495336967027,1.2034874870169876,0.8444689286394599,49.051371,-122.64545,29520
-31761.994061307447,-630.5591407687269,718.1965374196686,-42.08580700546498,-18.454754328421032,1.6645580928264665,0.5179476531813464,48.839933,-123.485891,12872
-41976.80223069858,249.12427934214355,-370.3831268830426,186.99005329089275,6.375350313612017,1.2745466753618189,0.8359963486791725,49.012202,-122.772977,2652
-20448.890300393792,29.96025067594333,295.6583718635764,-80.48304832436007,-15.600205644465449,1.535584929672244,0.8095677867405737,49.015836,-123.677101,24180
31377.89154066837,2245.210125657593,-118.06676201881287,-29.81983387417425,-20.080189087719894,-0.9399693471941876,-0.40082471440574985,52.334107,-122.259075,75988
43172.31122933833,-3002.8205354629863,561.8149970129049,77.9742769967512,-11.494449023291356,-5.334750081759009,0.6405555504685317,49.579786,-114.976965,87823
-9680.95800005519,-895.7986014643617,259.5726558714577,-79.03583680659945,-17.14211342636715,1.6021006956568584,0.6295999581881854,48.799529,-123.302905,34955
-4942.313845181894,-999.5224399564643,-272.6100844806534,-68.2811010210873,13.381617323140604,1.7911612091417797,-0.0036774710076983787,48.77243,-123.694427,39695
-27532.25065229612,1224.9735455927685,583.3318827962478,-47.1338024579881,28.7089897860568,-2.168763016335041,0.6842276248413968,49.547727,-120.762125,17087
-35944.07483568366,-2001.6705604000501,-77.10744395946199,-17.363046364211026,6.140445404686754,-2.4679877986772136,-0.8713370535297364,50.238083,-119.3416,8702
-19423.793015370848,3300.0553344394234,-360.6500179415893,274.0948098073095,-18.308716326737766,-0.17868938270058993,-1.3637179689348071,53.801316,-122.880005,25180
-44428.77731323885,639.9083623530206,-361.08993623764053,235.57390243155254,7.053009312228488,1.2314297422710851,0.9021292308067808,49.17089,-122.738394,197
-37221.370388996016,-630.6435194736309,-240.5262070908325,-112.83993979590784,31.4651618396803,1.1881413183982377,-0.2635972233044123,48.819844,-123.670888,7414
-20385.71494031917,-1058.4068796928875,173.31035469788753,-72.39179818444427,30.601860020395268,1.333319170958501,-0.3084809519952452,48.563628,-123.436125,24252
-27564.458284729808,-2861.911190069554,63.00872778284232,-54.76273499535239,-10.819158963210638,-3.7757118629438353,0.5282674945617252,49.19145,-117.329487,17088
67589.12046785367,-1601.8726288743667,-355.5523845316748,2.7518222828734586,-15.308630861710313,2.8258670853024235,0.4640522789832418,48.73028,-123.66787,112229
-22414.862338547216,-1615.0628854384634,-325.35111249752424,-42.77600433553213,-8.061161359641805,-2.8397727241606656,-0.5180871213360109,50.675567,-119.054325,22228
54029.35705433337,607.6050181702063,493.987913446873,6.5542514329532935,-3.8241177108085016,-1.5098731379316463,1.2169817266615497,49.636374,-120.35663999999998,98651
7576.054375865782,2870.483017278008,-113.37553543335044,89.3077923252584,-19.351168524365626,-0.823099013946838,-0.9473519965426322,53.157004,-122.482969,52182
29979.552594630288,420.68535100071335,55.666579403712,-65.74054323676134,6.794209739601897,1.3050918812187404,0.3321585518433187,49.415876,-123.60946,74604
60422.881846377415,4910.472306168394,513.7895935614296,-60.57918639611063,4.801065459569979,-7.119846709326992,3.0368728857115617,51.179991,-116.815688,105010
-34940.90929002622,693.6225172254233,458.9333214055289,22.11906349271144,4.889240964918179,0.023294527581054658,0.8981467778479408,49.150976,-122.287036,9683
-21045.57618469405,3414.8632688580324,-187.87505842491268,-71.55228065382869,-10.463143591419287,-0.6233963233381459,-1.9228371046288124,53.952377,-123.87176,23557
53140.00580167706,2225.062519409307,-418.98647823830584,99.03518232100876,-18.879804982851933,-0.3540739160090977,-0.9671806203893574,52.986839,-122.442295,97750
-21822.068186072604,2460.243707379187,-53.154666341329964,23.36793711316549,-20.817412131163632,-1.314775515692543,-0.0952056449176865,52.165917,-121.923086,22788
-42651.916360544754,-3334.4709985039626,722.0743743333165,60.85046596279932,13.847645961003261,-1.4302252314874098,-1.1459078486017011,49.154593,-119.573404,2004
61299.00457035863,-1722.166533606955,-339.4587284759367,-65.48748446925806,-2.6704099313879484,2.4458881397940218,0.3081859725793071,48.556645,-123.593351,105940
9853.790448417962,-124.20154076243004,-435.74371906661673,291.03895930203583,6.698477808952527,1.99003481102524,0.6941352364660606,49.076498,-122.775409,54484
3059.7679460302247,2853.675271691609,-104.00622400072672,133.7584949842877,-19.51589362798606,-0.6912475398677158,-0.8283024182539515,53.038752,-122.408426,47666
-10839.854019689892,-1048.748572694523,-246.86193791705682,-97.09898317426334,21.115526723709,1.5198532397994706,-0.046456436851683776,48.660591,-123.547393,33798
-2592.263688279235,-3059.7873122916144,31.192203904610523,-46.83079852924586,-10.67642397205906,-3.583946774337064,0.4766343022624011,49.187797,-117.316906,42061
10569.800550437756,3919.0341646102556,108.90123437148321,51.41255831843213,-8.900374591686834,2.8057648558077664,-3.439286564701102,54.798354,-127.189868,55167
9544.64518098484,110.11264001139955,235.0905708609664,-72.56369947268081,1.268546811974493,1.5971789365146143,0.3845088651793208,49.176937,-123.81238700000002,54172
41031.085966380924,-1583.5973045171295,163.12896218281642,-56.369470515989065,-9.327646156208557,2.330891537988263,0.3530841527516589,48.520966,-123.524761,85671
-23661.749234217667,-1061.4140578180445,245.80526145125444,-81.62361850106365,-9.67094168936725,1.7497257324910145,0.5875003430157518,48.502264,-123.470268,20976
-11882.651426668152,508.7758507281148,431.60258874029205,-11.432797380479753,5.031855909639329,0.0697734309490493,0.8144677365415303,49.176459,-122.300075,32742
-28500.82183659793,-555.8932535258022,293.53060355391585,-77.85457340666373,-16.905980199790143,1.6490181716090204,0.5645141695244166,48.941801,-123.5921,16133
-28501.946666226206,1637.4500301335465,-145.14816518337932,0.17143668316629102,-2.2566307196289443,-2.476997333228473,0.8481258906449992,50.70665200000001,-120.335061,16115
19418.91314649571,-1320.7232999016271,-285.5116849099685,-86.64139831917892,21.218853235714047,1.7969405239140566,-0.21996395587729076,48.678889,-123.610069,64058
-17340.100904739284,-1665.6287671729365,-335.2956855680064,-71.95806263232483,-8.024299686128792,-2.7700025213572244,-0.5476187061588195,50.652424,-119.190137,27303
-28599.101807897838,973.0567084074077,-30.04275962074585,21.27580340174636,7.074533048165379,0.6435375240974083,0.3859930976530643,49.765599,-123.148566,16023
-13070.660300896723,402.70793605219114,-398.480677221381,154.95031819123398,7.300528602472492,1.0915287362933588,0.8981374709846527,49.173248,-122.659521,31556
-16082.624256265068,3130.727047503343,-113.8426406771045,35.81595391215757,-19.226113595847774,-0.7058318365255396,-1.5136426855757201,53.721625,-123.144697,28522
-18067.93910180913,-737.0241586653802,280.4577877048147,-82.27482498003377,-17.037775534634864,1.625509392289498,0.6152642553002821,48.846154,-123.446997,26567
-11583.402463441638,-1050.2276439122422,156.01770842721814,-27.129527391047397,6.808451366259384,1.7571662113528448,0.17771211555152552,48.63517,-123.418146,33054
17773.3145035452,-2140.804789043281,640.7304140203562,421.70032927480736,-11.663685672685112,-0.7814761425259459,-0.8979998069162185,50.491734,-119.111549,62418
13920.558874145192,1932.35535711655,-351.72574224244886,-97.66553748232587,1.758136133647511,-2.0559553706907474,-0.05499815950164448,51.601991,-121.298775,58534
-27689.90980342084,-927.0567454794203,177.49009581653385,-51.359603727624254,6.715274860132084,1.5488789349240164,0.23628212282616134,48.614967,-123.402173,16947
16361.801714985995,-3722.7733519043877,615.7797007482983,3.829980139855286,14.479408599049425,-1.2359812870471507,-1.2832723150474945,49.213476,-119.575857,61019
44270.322994247595,-1487.287074129873,-320.48667716244637,-11.695699074093465,21.39591868495305,2.1703763661422304,-0.2192192717717856,48.6549,-123.540909,88910
-5750.313202501665,-1511.7423210954366,-156.8204335695753,39.899723242716455,-8.137032007912204,-2.84198091358352,-0.6643274798815708,50.939003,-118.785047,38891
8331.380801655485,559.9209136886274,-403.2746975640519,-95.41059556802796,8.139055404311499,0.4646343279813847,0.7946823497421603,49.318559,-122.927403,52956
17478.728526618313,1948.3619302794489,425.28723159511134,73.26515365510157,-0.6649250214330283,-1.9546028320341389,-0.15073177867971332,51.610663,-120.825701,62091
-10413.19709805005,74.22726178333272,-425.0059088128452,87.64052140949482,6.8135436601068475,0.8982891189151944,0.8839216187689675,49.04206,-122.545175,34216
55345.72833623546,-434.0624329032557,-530.3753102761368,180.0097829866839,7.238128284921073,1.5595472800469101,0.7427624826502213,49.02874600000001,-122.420686,99977
-33063.652730658054,810.3969673877979,675.6049628597858,51.376370501246974,4.457718118394777,0.2382521122303448,0.7435450322225456,49.219439,-122.478636,11559
48104.61777614285,2948.90640264072,-429.2735049524979,34.598245544102525,-17.47573141896333,-0.8236406363161356,-1.5707259049050772,53.96739,-122.73293,92709
37674.44988971045,-3723.2652534769622,-218.72480246429885,-56.7217498686472,17.490649568777627,-1.450847818207245,-1.2667989468756788,49.530501,-119.537174,82332
13005.058367892383,3614.809148363377,-231.45548088728611,-40.711748766831064,-8.34724539275591,-0.2410794836742509,-1.9429239701247156,54.02545600000001,-124.116851,57605
26500.77230670622,110.3087526543148,695.599199491145,-32.5498379798696,4.106461072998719,0.4954217209041778,0.5680970307044791,49.134145,-122.518067,71127
468.3765113882888,-1926.5546940091958,-359.23031323475664,-85.48313409881601,-8.14669418014589,-2.6315596052575514,-0.5938945159049784,50.59911500000001,-119.171395,45113
-693.1026733812262,3508.9232137540807,-120.22831821811609,-6.186073675788603,-18.16494743660888,-1.3276526475769337,-1.4869580608283046,54.04439,-122.77938,43908
-16723.959486663076,-1103.5644375944971,170.5662854312549,-70.28617053602848,28.584558910200595,1.4109230145348557,-0.2608219626917447,48.548906,-123.425199,27914
9013.042604133123,3566.091473830155,178.2206466983649,13.488302422372195,-9.820858428486916,0.6561920854972171,-2.3409105817443807,54.075267,-124.88899,53613
-40024.0943682544,641.6296828159558,775.3236983648181,46.77727086516676,3.690917805756216,0.333601883590898,0.66977402695297,49.138061,-122.549973,4600
-8810.336785141648,-821.6295168471376,268.45344145101825,-55.589277963215466,-17.019340068070473,1.848308321603068,0.5676901218007425,48.849963,-123.508902,35825
17744.18310465104,-2163.899102970377,-149.9999817885654,257.78945450126866,6.840707801034262,-1.3300319843505957,-1.0638467665188798,50.49355,-119.23825,62390
23977.023502141084,-1320.7532633799387,-299.74251301056995,-35.812392441045105,21.316088404917476,1.9472570492778989,-0.2070597244619689,48.691639,-123.558247,68616
-21178.934112409497,-3532.02886519784,-187.77906530157574,14.630118290990815,16.703667909721204,-1.2195274818946586,-0.9505013533703924,49.146669,-119.735235,23479
18142.07859470201,2882.435858792316,-404.4437674362817,200.8551067257401,-18.29928699598716,-0.13670350890527375,-1.4748930812731047,53.757516,-122.871394,62748
-38883.655572345684,325.84059991223654,722.2596290296477,87.48279370541289,3.2255487384119967,0.6178789313498039,0.5602504277906367,49.084976,-122.558752,5743
-38677.26473397337,-3394.177942677854,717.4641268068083,52.10577440683097,13.8188130330546,-1.2685278593002476,-1.2056660074747254,49.147218,-119.734497,5979
48106.88189358296,8728.376423628044,-266.89273981008625,-50.546287531375896,2.6016233069741803,-1.509314841021626,0.8406295771414126,54.041122,-124.526591,92665
-25928.426392711623,2555.814504732281,-50.45093890761694,-5.219487401345291,-20.6983328723013,-1.9967224245931048,-0.08043000544626065,52.33409,-121.415217,18681
-13975.909655050187,-912.3226272360043,-252.8674227974387,-14.695532850030455,21.30595961221539,1.7326980916007837,-0.025392763523925308,48.704473,-123.5607,30661
-32332.846970976403,-113.3856077841757,-17.726127750091862,-10.34689620283515,-16.172404506115516,2.7846160046574147,-0.1815928087926667,49.670145,-124.90868,12298
60420.596158131426,487.71620245765325,483.649920876765,9.995781885753896,-4.917355426179285,-1.218730938731602,1.3155520200304347,49.436198,-120.518559,105043
-26482.23485715462,500.88320997844596,-373.34479669267006,29.916457613715764,7.247584302244317,0.6369604806981366,0.8739530404660693,49.197494,-122.757415,18144
-27304.637093890102,2695.9943784438265,-286.3218912472072,-54.59792746165088,-19.67933641107092,-1.5475011160575722,-0.004134553309847926,52.175595,-122.083063,17304
38323.924583686465,-2516.0235888414372,480.4835136695099,80.66609300208583,4.635699059074427,-2.0799995760441394,-1.0934797617815968,50.256983,-118.905574,82971
57653.671343603986,-767.4636276805139,-137.7014400536321,126.38421108180272,-15.581411748042875,4.004057224746285,-0.4990218001195244,49.797777,-125.061067,102287
11165.143549601662,8561.596389894888,363.15783350010764,-22.421929478060843,10.701410564341732,-4.251020843850909,4.782142375988187,50.361904,-120.809079,55725
-30086.020042960798,4685.38045390555,427.60405285104173,64.14932622920537,20.846147121056468,-5.004159193707509,-3.0534752877621663,55.89880400000001,-120.190145,14506
31443.9149075557,675.0755646697107,-500.41516579617684,-64.30071534275162,32.04887785207518,-1.0340937802591519,0.7331168887036362,49.36766,-121.458334,76067
2853.2601123691643,3327.9426046233116,-377.13229891298806,-48.80606015714774,-17.64127389929388,-1.5814454964744975,-1.3715924313270371,53.902785,-122.580622,47456
-36832.94983537034,-663.5300058114274,292.9034831179618,-81.8598766463183,-17.26120401942702,1.275406446271092,0.7743128929215907,48.75045,-123.19005,7802
-7276.6483363102725,-2288.9224661072767,557.5189654503682,63.33696779559017,4.062000654677709,-1.8794923713533205,-0.9327837592461321,50.03416,-119.394186,37370
14856.52153584031,-178.35153345376878,-455.8754971894496,227.09222578411698,6.773780703034882,1.728358026244042,0.7147368562984021,49.037779,-122.695952,59487
-25978.78770892917,-2908.5235518222485,55.84683288808426,-52.71916901168165,-10.867189369809415,-4.903169053485155,0.9088054176825366,49.08194500000001,-116.094657,18674
-3667.9094794412017,76.76798523574605,-431.26147841515694,-54.68631535986293,7.034227887021487,0.19057777428739847,0.98758808096208,49.014423,-122.304743,40961
65403.132972368025,-748.988986172181,-135.67819458754198,-25.71057471890953,-15.336008450749118,3.5304922126102976,-0.5885975199746524,49.871425,-125.137813,110036
41515.51404187428,-1065.315110542398,422.72029351722665,63.28794598377304,-16.156496591260545,3.0395391497814988,0.3237323226754028,48.835013,-124.041273,86151
-38297.85582826056,3357.608458818808,-333.4245683702927,121.79365910880308,-18.532022534639573,-1.0527919737026008,-1.304947877909189,53.795857,-122.643387,6306
43863.22345495813,-3177.3325087922776,-8.943678447954447,55.7419687838856,-10.031965222094682,-5.003871642074585,0.9589270996503468,49.230302,-115.219771,88516
47629.645451193566,389.24676716093836,681.3846313618004,15.552390577381676,5.053492608337733,0.15196451532433514,0.9351163174927416,49.077015,-121.973786,92253
2898.6552293322825,-3557.306153627519,-212.05901946031818,-79.60725485957889,17.201017576192587,-1.5786717291698478,-1.0855962966364658,49.356079,-119.627787,47556
-12515.104432321365,1058.225768529859,563.6067457421658,-72.10469791409659,28.72297021675788,-1.4183907517938563,0.5865549853109385,49.406099,-121.448997,32105
-28991.44436345689,82.9481791936147,-259.76111327325117,-111.64385979075979,-11.90305220982703,1.5489532132875945,0.7644960667790265,49.092314,-123.885985,15638
-28494.830759419463,-2779.4257868485515,68.53469720682416,-39.22988429979946,-10.6985518072817,-3.4208138887063515,0.3283751467520582,49.338969,-117.716006,16157
6369.199224644931,1917.5936829341024,-343.22656156992974,-80.25103386659221,1.5592615410886437,-2.1390250261212818,-0.005665982575115945,51.562767,-121.164039,50983
18459.74550803364,-980.2261414120876,-166.687850527188,-86.96919296909915,-15.483970434998145,1.7035400651737231,0.633028930606791,48.865214,-123.317441,63096
-7461.946402089438,-902.4228023637837,256.30801264624927,-69.23842088173939,-17.111228811057575,1.616281793405749,0.6395140984178365,48.79956,-123.268494,37174
-37060.193418418654,-606.632806834734,-245.5789742645958,-78.62876794566984,-23.47215915825823,1.8163211086898976,0.8803065762617479,48.877447,-123.685842,7575
5277.195007574896,-3622.1143875284993,-221.3925792424184,-54.574050543577634,17.129929241971546,-1.5592378680964585,-1.0071224542807031,49.242198,-119.522238,49935
3063.037133713273,-822.2075897766589,262.55586853224514,-52.98815217898335,-16.79748078836893,2.0403028754129267,0.3908332592912461,48.982121,-123.689095,47698
-16649.268756205303,2576.333935202958,-293.03625378011736,-9.568274771785745,-19.73128422600269,-1.1672796779749308,-0.013655328362891586,52.117296,-122.17803899999998,27960
-4276.638464562436,2479.580481106963,-306.68726856653836,-47.70029529993885,-19.641818122333355,-1.2556738548023778,-0.021057565098669326,52.106229,-122.136584,40333
-13222.350550688172,-1039.3579008194881,159.86154099679038,-62.713601769219046,6.808187124487345,1.65252624682567,0.15894838030744926,48.646366,-123.457175,31415
10689.940459793415,2367.1559939297736,-330.3835756076934,-90.19105129634468,-19.50504153577257,-1.348940496730476,-0.07745028778254948,52.142661,-122.101728,55300
9876.243185266827,-3391.9124114817864,-176.6859247460441,-74.82023904628869,4.5285776114207765,-1.632860926971934,-1.228040584556143,49.85415,-119.59733,54532
48169.23376812373,2897.068270680279,-427.3288359665895,-27.48700415498209,-17.54899514386979,-0.8267624648138623,-1.6163431687852183,53.93006,-122.93498,92774
51839.07623040432,-1550.8627961607851,-327.2576453644162,-66.65777948051895,21.45692568052021,2.087108170275732,-0.22032168984275805,48.65444,-123.570994,96479
44948.09537758712,-1596.7945402719204,157.59113618067875,-41.22789979835952,28.713678073856283,1.9161548798966916,-0.4584157805194716,48.528159,-123.430254,89588
13645.146866473468,-1458.4670453197919,124.32906127927635,-74.25565548354994,21.563052976898366,1.9795891642516223,-0.15757762110349516,48.351857,-123.659471,58285
13063.19596272171,-1598.799941220269,287.02944013266364,-16.537106525458153,-9.344300558978498,-1.974508983559241,-1.8131208023617904,51.66511,-119.98687,57704
