pca1,pca2,pca3,pca4,pca5,pca6,pca7
-31761.99406,-630.5591408,718.1965374,-42.08580701,-18.45475433,1.664558093,0.517947653
-41976.80223,249.1242793,-370.3831269,186.9900533,6.375350314,1.274546675,0.835996349
-20448.8903,29.96025068,295.6583719,-80.48304832,-15.60020564,1.53558493,0.809567787
31377.89154,2245.210126,-118.066762,-29.81983387,-20.08018909,-0.939969347,-0.400824714
43172.31123,-3002.820535,561.814997,77.974277,-11.49444902,-5.334750082,0.64055555
-9680.958,-895.7986015,259.5726559,-79.03583681,-17.14211343,1.602100696,0.629599958
-4942.313845,-999.52244,-272.6100845,-68.28110102,13.38161732,1.791161209,-0.003677471
-27532.25065,1224.973546,583.3318828,-47.13380246,28.70898979,-2.168763016,0.684227625
-35944.07484,-2001.67056,-77.10744396,-17.36304636,6.140445405,-2.467987799,-0.871337054
-19423.79302,3300.055334,-360.6500179,274.0948098,-18.30871633,-0.178689383,-1.363717969
-44428.77731,639.9083624,-361.0899362,235.5739024,7.053009312,1.231429742,0.902129231
-37221.37039,-630.6435195,-240.5262071,-112.8399398,31.46516184,1.188141318,-0.263597223
-20385.71494,-1058.40688,173.3103547,-72.39179818,30.60186002,1.333319171,-0.308480952
-27564.45828,-2861.91119,63.00872778,-54.762735,-10.81915896,-3.775711863,0.528267495
67589.12047,-1601.872629,-355.5523845,2.751822283,-15.30863086,2.825867085,0.464052279
-22414.86234,-1615.062885,-325.3511125,-42.77600434,-8.06116136,-2.839772724,-0.518087121
54029.35705,607.6050182,493.9879134,6.554251433,-3.824117711,-1.509873138,1.216981727
7576.054376,2870.483017,-113.3755354,89.30779233,-19.35116852,-0.823099014,-0.947351997
29979.55259,420.685351,55.6665794,-65.74054324,6.79420974,1.305091881,0.332158552
60422.88185,4910.472306,513.7895936,-60.5791864,4.80106546,-7.119846709,3.036872886
-34940.90929,693.6225172,458.9333214,22.11906349,4.889240965,0.023294528,0.898146778
-21045.57618,3414.863269,-187.8750584,-71.55228065,-10.46314359,-0.623396323,-1.922837105
53140.0058,2225.062519,-418.9864782,99.03518232,-18.87980498,-0.354073916,-0.96718062
-21822.06819,2460.243707,-53.15466634,23.36793711,-20.81741213,-1.314775516,-0.095205645
-42651.91636,-3334.470999,722.0743743,60.85046596,13.84764596,-1.430225231,-1.145907849
61299.00457,-1722.166534,-339.4587285,-65.48748447,-2.670409931,2.44588814,0.308185973
9853.790448,-124.2015408,-435.7437191,291.0389593,6.698477809,1.990034811,0.694135236
3059.767946,2853.675272,-104.006224,133.758495,-19.51589363,-0.69124754,-0.828302418
-10839.85402,-1048.748573,-246.8619379,-97.09898317,21.11552672,1.51985324,-0.046456437
-2592.263688,-3059.787312,31.1922039,-46.83079853,-10.67642397,-3.583946774,0.476634302
10569.80055,3919.034165,108.9012344,51.41255832,-8.900374592,2.805764856,-3.439286565
9544.645181,110.11264,235.0905709,-72.56369947,1.268546812,1.597178937,0.384508865
41031.08597,-1583.597305,163.1289622,-56.36947052,-9.327646156,2.330891538,0.353084153
-23661.74923,-1061.414058,245.8052615,-81.6236185,-9.670941689,1.749725732,0.587500343
-11882.65143,508.7758507,431.6025887,-11.43279738,5.03185591,0.069773431,0.814467737
-28500.82184,-555.8932535,293.5306036,-77.85457341,-16.9059802,1.649018172,0.56451417
-28501.94667,1637.45003,-145.1481652,0.171436683,-2.25663072,-2.476997333,0.848125891
19418.91315,-1320.7233,-285.5116849,-86.64139832,21.21885324,1.796940524,-0.219963956
-17340.1009,-1665.628767,-335.2956856,-71.95806263,-8.024299686,-2.770002521,-0.547618706
-28599.10181,973.0567084,-30.04275962,21.2758034,7.074533048,0.643537524,0.385993098
-13070.6603,402.7079361,-398.4806772,154.9503182,7.300528602,1.091528736,0.898137471
-16082.62426,3130.727048,-113.8426407,35.81595391,-19.2261136,-0.705831837,-1.513642686
-18067.9391,-737.0241587,280.4577877,-82.27482498,-17.03777553,1.625509392,0.615264255
-11583.40246,-1050.227644,156.0177084,-27.12952739,6.808451366,1.757166211,0.177712116
17773.3145,-2140.804789,640.730414,421.7003293,-11.66368567,-0.781476143,-0.897999807
13920.55887,1932.355357,-351.7257422,-97.66553748,1.758136134,-2.055955371,-0.05499816
-27689.9098,-927.0567455,177.4900958,-51.35960373,6.71527486,1.548878935,0.236282123
16361.80171,-3722.773352,615.7797007,3.82998014,14.4794086,-1.235981287,-1.283272315
44270.32299,-1487.287074,-320.4866772,-11.69569907,21.39591868,2.170376366,-0.219219272
-5750.313203,-1511.742321,-156.8204336,39.89972324,-8.137032008,-2.841980914,-0.66432748
8331.380802,559.9209137,-403.2746976,-95.41059557,8.139055404,0.464634328,0.79468235
17478.72853,1948.36193,425.2872316,73.26515366,-0.664925021,-1.954602832,-0.150731779
-10413.1971,74.22726178,-425.0059088,87.64052141,6.81354366,0.898289119,0.883921619
55345.72834,-434.0624329,-530.3753103,180.009783,7.238128285,1.55954728,0.742762483
-33063.65273,810.3969674,675.6049629,51.3763705,4.457718118,0.238252112,0.743545032
48104.61778,2948.906403,-429.273505,34.59824554,-17.47573142,-0.823640636,-1.570725905
37674.44989,-3723.265253,-218.7248025,-56.72174987,17.49064957,-1.450847818,-1.266798947
13005.05837,3614.809148,-231.4554809,-40.71174877,-8.347245393,-0.241079484,-1.94292397
26500.77231,110.3087527,695.5991995,-32.54983798,4.106461073,0.495421721,0.568097031
468.3765114,-1926.554694,-359.2303132,-85.4831341,-8.14669418,-2.631559605,-0.593894516
-693.1026734,3508.923214,-120.2283182,-6.186073676,-18.16494744,-1.327652648,-1.486958061
-16723.95949,-1103.564438,170.5662854,-70.28617054,28.58455891,1.410923015,-0.260821963
9013.042604,3566.091474,178.2206467,13.48830242,-9.820858428,0.656192085,-2.340910582
-40024.09437,641.6296828,775.3236984,46.77727087,3.690917806,0.333601884,0.669774027
-8810.336785,-821.6295168,268.4534415,-55.58927796,-17.01934007,1.848308322,0.567690122
17744.1831,-2163.899103,-149.9999818,257.7894545,6.840707801,-1.330031984,-1.063846767
23977.0235,-1320.753263,-299.742513,-35.81239244,21.3160884,1.947257049,-0.207059724
-21178.93411,-3532.028865,-187.7790653,14.63011829,16.70366791,-1.219527482,-0.950501353
18142.07859,2882.435859,-404.4437674,200.8551067,-18.299287,-0.136703509,-1.474893081
-38883.65557,325.8405999,722.259629,87.48279371,3.225548738,0.617878931,0.560250428
-38677.26473,-3394.177943,717.4641268,52.10577441,13.81881303,-1.268527859,-1.205666007
48106.88189,8728.376424,-266.8927398,-50.54628753,2.601623307,-1.509314841,0.840629577
-25928.42639,2555.814505,-50.45093891,-5.219487401,-20.69833287,-1.996722425,-0.080430005
-13975.90966,-912.3226272,-252.8674228,-14.69553285,21.30595961,1.732698092,-0.025392764
-32332.84697,-113.3856078,-17.72612775,-10.3468962,-16.17240451,2.784616005,-0.181592809
60420.59616,487.7162025,483.6499209,9.995781886,-4.917355426,-1.218730939,1.31555202
-26482.23486,500.88321,-373.3447967,29.91645761,7.247584302,0.636960481,0.87395304
-27304.63709,2695.994378,-286.3218912,-54.59792746,-19.67933641,-1.547501116,-0.004134553
38323.92458,-2516.023589,480.4835137,80.666093,4.635699059,-2.079999576,-1.093479762
57653.67134,-767.4636277,-137.7014401,126.3842111,-15.58141175,4.004057225,-0.4990218
11165.14355,8561.59639,363.1578335,-22.42192948,10.70141056,-4.251020844,4.782142376
-30086.02004,4685.380454,427.6040529,64.14932623,20.84614712,-5.004159194,-3.053475288
31443.91491,675.0755647,-500.4151658,-64.30071534,32.04887785,-1.03409378,0.733116889
2853.260112,3327.942605,-377.1322989,-48.80606016,-17.6412739,-1.581445496,-1.371592431
-36832.94984,-663.5300058,292.9034831,-81.85987665,-17.26120402,1.275406446,0.774312893
-7276.648336,-2288.922466,557.5189655,63.3369678,4.062000655,-1.879492371,-0.932783759
14856.52154,-178.3515335,-455.8754972,227.0922258,6.773780703,1.728358026,0.714736856
-25978.78771,-2908.523552,55.84683289,-52.71916901,-10.86718937,-4.903169053,0.908805418
-3667.909479,76.76798524,-431.2614784,-54.68631536,7.034227887,0.190577774,0.987588081
65403.13297,-748.9889862,-135.6781946,-25.71057472,-15.33600845,3.530492213,-0.58859752
41515.51404,-1065.315111,422.7202935,63.28794598,-16.15649659,3.03953915,0.323732323
-38297.85583,3357.608459,-333.4245684,121.7936591,-18.53202253,-1.052791974,-1.304947878
43863.22345,-3177.332509,-8.943678448,55.74196878,-10.03196522,-5.003871642,0.9589271
47629.64545,389.2467672,681.3846314,15.55239058,5.053492608,0.151964515,0.935116317
2898.655229,-3557.306154,-212.0590195,-79.60725486,17.20101758,-1.578671729,-1.085596297
-12515.10443,1058.225769,563.6067457,-72.10469791,28.72297022,-1.418390752,0.586554985
-28991.44436,82.94817919,-259.7611133,-111.6438598,-11.90305221,1.548953213,0.764496067
-28494.83076,-2779.425787,68.53469721,-39.2298843,-10.69855181,-3.420813889,0.328375147
6369.199225,1917.593683,-343.2265616,-80.25103387,1.559261541,-2.139025026,-0.005665983
18459.74551,-980.2261414,-166.6878505,-86.96919297,-15.48397043,1.703540065,0.633028931
-7461.946402,-902.4228024,256.3080126,-69.23842088,-17.11122881,1.616281793,0.639514098
-37060.19342,-606.6328068,-245.5789743,-78.62876795,-23.47215916,1.816321109,0.880306576
5277.195008,-3622.114388,-221.3925792,-54.57405054,17.12992924,-1.559237868,-1.007122454
3063.037134,-822.2075898,262.5558685,-52.98815218,-16.79748079,2.040302875,0.390833259
-16649.26876,2576.333935,-293.0362538,-9.568274772,-19.73128423,-1.167279678,-0.013655328
-4276.638465,2479.580481,-306.6872686,-47.7002953,-19.64181812,-1.255673855,-0.021057565
-13222.35055,-1039.357901,159.861541,-62.71360177,6.808187124,1.652526247,0.15894838
10689.94046,2367.155994,-330.3835756,-90.1910513,-19.50504154,-1.348940497,-0.077450288
9876.243185,-3391.912411,-176.6859247,-74.82023905,4.528577611,-1.632860927,-1.228040585
48169.23377,2897.068271,-427.328836,-27.48700415,-17.54899514,-0.826762465,-1.616343169
51839.07623,-1550.862796,-327.2576454,-66.65777948,21.45692568,2.08710817,-0.22032169
44948.09538,-1596.79454,157.5911362,-41.2278998,28.71367807,1.91615488,-0.458415781
13645.14687,-1458.467045,124.3290613,-74.25565548,21.56305298,1.979589164,-0.157577621
13063.19596,-1598.799941,287.0294401,-16.53710653,-9.344300559,-1.974508984,-1.813120802
12348.07889,-1348.205318,200.0434991,-72.57994337,-9.472587828,2.019902038,0.451556817
7037.681425,1251.075922,258.456172,-78.35996857,-3.613941212,-2.230527079,0.525977626
-32548.19007,-28.52490886,-18.68039249,16.90961209,-16.01942342,2.800848646,-0.152014093
-43327.7181,265.9796585,-369.5820151,205.1092318,6.377619233,1.279875757,0.895008473
-31703.42163,-619.4530152,298.0487889,-90.63278942,-17.09552745,1.605840707,0.586529955
-19908.54296,-1999.874172,707.0340632,0.84250556,3.97562562,-2.452325133,-1.061079869
-25504.77684,-624.0701987,-110.9152575,-95.85068788,-15.71700025,1.398045937,0.778100723
-11881.30148,-968.860903,-256.4041376,-0.413092602,-15.75637084,2.266652502,0.692337536
-2752.081,-63.24290471,-420.5031738,202.2809047,6.600723227,1.600017376,0.801509955
-26875.92776,-3619.076087,-251.2525598,100.9658166,16.57717226,-1.136219303,-0.833478794
57760.20424,5469.058432,-315.3379515,-113.2154862,11.57103797,-0.180755099,4.287310997
65546.44321,-1387.746283,172.2695292,-22.29018058,-16.55491515,2.428552447,0.320563685
-41867.21847,-787.3456503,196.513542,-94.02739915,6.699996326,1.331881689,0.156878562
24016.68624,-1367.371762,-291.0804325,-91.29174457,21.23274288,1.903133426,-0.176828094
58158.66241,4107.55681,-77.03630772,-68.95036962,22.89700936,-4.182263539,-3.666590722
65612.38004,-1561.311293,-363.4890785,-26.29584415,13.77396977,2.433344669,-0.142190409
-27999.82202,770.1240632,668.6235335,63.53746092,4.485530603,0.327624265,0.752102521
-22372.54384,-1040.671476,245.1175026,-79.23193459,-9.607479473,1.753894067,0.525732686
-38853.68652,319.3905172,725.2274006,47.3268943,3.229048398,0.482034468,0.58840815
3788.528929,2605.94987,-354.7528983,55.98871254,-19.17075885,-0.834092755,-0.827366578
60736.59903,-4156.189443,-298.9975386,78.27834364,17.21628988,-0.616939404,-1.136670234
41366.01189,-501.7265807,-359.3640453,27.56063893,-26.5815861,2.682650041,0.951400732
23070.73475,-348.0538661,471.1580006,-60.77223874,-13.14789585,2.136379045,0.376407772
23117.86126,-1363.653065,647.8826093,-26.5692783,-11.73736339,2.421267867,0.11976225
-12407.91609,-1126.030357,232.4233076,-76.31558391,-9.563013341,1.842483147,0.504023351
11296.84352,2352.388933,-324.9391039,-74.5719559,-19.54821216,-1.229673383,-0.067133841
-22823.31595,1107.234154,-431.0741641,-85.45513018,31.74985554,-1.477248894,0.905998544
3967.690579,2461.384073,-91.64129632,130.7912147,-20.29966953,-0.494063953,-0.298861383
-11357.03149,-773.3519599,270.814022,-57.77380972,-16.97467028,1.767313472,0.593194183
7476.173858,-72.05894219,-449.5707242,128.4911811,6.893360721,1.209079392,0.827015375
7809.818341,98.86230591,-308.7306498,-108.5215475,-22.06501188,1.778776053,1.087673355
-37690.36976,-526.0532572,-95.11757487,-105.0982755,-15.7816151,1.268356607,0.780663463
-1360.363585,-523.0831303,-242.17774,-69.67043721,2.297428525,2.307029544,-0.14520074
49955.57035,-1096.973341,-324.284072,94.54676211,0.226068312,3.045170876,-0.14923914
52997.77238,-1297.811639,188.2541859,-26.53366652,-16.6451142,2.36743205,0.375929052
-28135.10933,-2036.891699,-84.73423798,-20.34860047,6.235831156,-2.512083167,-0.877779925
11866.84036,487.0044899,-452.4298912,-63.99387504,8.18919266,-0.039641688,1.010046781
10711.32191,2539.049309,502.2473967,43.10872123,-21.84825526,-0.881940865,-1.085911291
29988.0387,-3270.972032,-9.982601216,18.30618389,-10.43209694,-2.820221409,0.242066373
-24276.67602,-3119.522979,-137.0120538,-9.082722563,4.31306368,-1.658471992,-1.110907364
-34666.83338,710.5545884,-411.735044,-92.32119454,7.700708379,-0.561320763,1.200309137
18078.75976,-2560.191455,378.458926,139.3231209,-10.53501482,-4.573281273,-0.312503912
-19755.85636,-3532.822262,-185.1367248,-73.35818872,16.76562541,-1.516405066,-0.998081984
-8101.163447,68.6628328,-432.3588221,56.91496414,6.880419002,0.721362991,0.876503306
-26828.81394,2043.912943,-300.5778137,-102.4752378,1.108279907,-2.128619617,0.170759526
9894.221662,2751.562083,-109.1693371,3.783782663,-19.5105853,-0.931065431,-0.899672942
3309.137021,4682.793291,472.2540211,-17.8486759,21.33424426,-4.838964958,-3.527590445
13425.97245,-1365.794473,198.6985837,-73.11261237,-9.483814956,2.065464129,0.440694636
11697.35495,-974.8852936,-323.9707504,-57.02534875,-15.11745175,1.953091897,0.649665276
3717.11842,3592.200514,208.1776039,7.664332356,-9.951991651,0.656145721,-2.324110336
71358.24766,-877.9926106,-151.4369874,56.42780171,-15.48159183,3.860688876,-0.558541237
-17036.792,2773.992149,-330.057891,86.11145322,-19.29264746,-0.840172325,-0.746530109
-4824.472432,-2169.624713,-142.9371287,-41.7479777,6.578272769,-2.735138462,-0.785482269
9265.741097,123.3441963,235.3684167,-70.73088288,1.288736152,1.510142549,0.458220362
-22301.97055,151.2380852,-405.2122048,150.3130782,6.660511246,1.137648473,0.839531314
-20869.52785,-966.6234754,-233.536383,-51.2302428,21.03526497,1.618731979,-0.061071299
6217.020256,4452.050681,170.3630314,-47.7131826,21.88946371,-4.788882564,-3.294647136
10582.29578,1050.859997,-407.3393335,65.56710782,-1.936269753,-1.264856048,1.118079356
8736.554807,3215.045756,-376.4941391,-51.66993832,-17.76232787,-1.218603116,-1.510799119
-29057.84247,194.0957337,-397.1526,158.7214248,6.591752601,1.137827051,0.812926392
-38979.03306,326.2885163,-384.3728395,-5.018562109,6.732677851,0.318844123,0.942380382
52509.89846,-1281.009479,189.7048046,-42.76979024,-16.616364,2.285111826,0.373848156
-6405.039546,-1983.532398,-109.7950395,60.66292026,-9.236089156,-2.017248044,-0.606573021
-3589.98494,-603.6571602,635.8389853,4.516010388,-0.682127649,2.366886288,-0.385812674
-2990.418867,3393.700671,-374.7084587,-9.784397127,-17.63866968,-1.50782351,-1.366813098
-4410.420494,-1138.339655,-259.0687529,23.55788046,21.02433364,2.061769162,-0.106533843
-12925.44,424.7887524,-414.8478801,-0.62062355,7.482466175,0.436622332,0.969047305
20236.31038,-1107.069838,245.2127286,-63.21002916,-17.00269429,1.588787927,0.596766407
-41930.03132,-889.875354,203.1563342,-87.16849938,30.47074031,1.177451164,-0.268611941
-31505.18056,-526.3136288,-102.8742353,-103.9365676,-15.64897006,1.37047251,0.757047034
10872.0964,-1133.39602,-297.4686374,-49.19223161,18.45703036,2.03412892,-0.209863226
-12682.02134,-1084.549427,693.4180607,-36.19588016,-5.947133058,2.028521934,0.192343328
-6738.102222,379.9820228,738.3261295,-50.4262964,3.931988837,0.175995487,0.664899809
-35539.60546,-1767.133719,-325.6525625,223.7291035,-8.733735074,-1.649008093,-0.427864418
-24480.99169,157.6478376,-403.0006963,160.5057112,6.622945157,1.191242185,0.856782082
-24355.08898,3399.548003,-350.6583932,120.854017,-18.14892609,-1.005973162,-1.353394902
57972.8378,7237.711942,117.6257185,-85.57897139,28.53431445,-5.448261008,-2.558666702
-13791.45997,426.7908285,-414.7682172,19.34140438,7.460772684,0.502408107,1.001069518
-19502.08135,-903.4126094,-253.978608,142.5091867,-15.84551237,2.681360652,0.735352892
-1909.794337,3447.224348,-220.1543571,78.33586585,-9.047033717,-0.10291788,-2.027330623
13602.58707,-100.341825,658.1513973,68.68440198,3.51609144,0.925955723,0.458147201
3844.584425,-2606.97021,65.52747073,-17.27208414,-9.806850176,-5.289683308,0.515006182
25646.35844,-2547.700355,522.1691981,-37.65365081,4.287823758,-2.047163358,-1.081043461
-22692.0575,-967.049734,172.9577813,-86.364119,6.757093008,1.476630629,0.216260876
40987.14579,-1575.179666,162.5495324,-43.44397992,-9.316823194,2.341198751,0.371344304
22289.04104,-2873.00206,38.22998135,-39.58864831,-9.907582043,-5.049865599,0.656404847
-18229.63611,-1749.5749,-193.5729053,-23.72895074,-8.672761109,-1.87302079,-0.817025889
5274.730256,137.0953303,240.7331622,-78.18746625,1.232565086,1.59103303,0.391252827
-17932.59371,-271.5480085,-5.288967216,-80.95237767,0.768695398,2.274527622,-0.358305981
-8496.262409,-814.206872,267.8246157,-70.54869881,-16.98904517,1.73806888,0.59204848
33728.09428,54.72406919,-472.2219199,-86.86107383,7.794445169,0.412538054,0.859162817
6023.347362,321.47844,-443.8408454,-75.92516001,7.736379495,0.170723687,0.878889601
10600.42412,4742.759244,164.4332935,71.42924934,22.48150594,-3.992990927,-4.040016744
-30059.09986,-2556.784318,87.85623427,1.244585317,-10.37947651,-5.696012687,0.9903839
3081.665472,-1351.17483,136.641855,-55.5344497,-3.452910688,2.113174831,0.402491878
-10205.82713,-542.2740133,-239.5233677,-3.594968918,2.05911008,2.256049131,-0.052092679
-25249.10787,-396.7496741,-217.6149691,-62.12469694,2.045798567,1.891538678,-0.000998252
834.596889,-851.2690656,154.4008265,-58.17874419,-16.55085158,1.655968912,0.683375862
-11313.03348,-774.7959801,271.6576756,-75.72859709,-16.96957869,1.717538076,0.592154846
-35718.62532,247.1390618,-388.6416622,156.1249085,6.554437379,1.08122029,0.830632379
17384.45011,-3358.785053,438.5325448,150.2075623,2.686650053,-0.965717396,-1.451626444
-40580.20104,-717.301482,-231.1002291,-1.965904195,13.15023217,1.781796095,0.117680213
9205.35208,-2901.331899,34.34232996,42.18159599,-10.21987681,-5.285007834,1.065098344
-35138.97613,685.1051737,459.0948643,3.566322767,4.878204621,0.005920464,0.870114356
51106.69891,4931.132106,-313.8454362,-96.06089082,10.3656074,0.041024771,3.993176433
-18328.36971,86.67798704,-411.1661711,168.2099448,6.61171747,1.266423902,0.834059157
-3353.437961,339.7793912,678.5974464,76.84492022,4.029990442,0.713625558,0.669536989
60500.29002,2334.984493,-297.9308228,62.31247727,-10.90641585,0.686893075,-2.442907824
-39192.23977,966.744413,149.9027408,-49.83157966,6.360376867,1.050610875,0.416426445
-35166.20333,645.4374459,546.351978,59.80348016,4.490827167,0.335543813,0.726077075
-15608.86195,465.9650876,688.6405791,184.9795808,3.97414992,1.04919785,0.65998386
13250.2982,2242.689841,-99.32185884,-13.71142245,-20.47687101,-1.753232895,-0.215633507
-30532.39939,-3217.324659,51.29498899,-57.40077738,16.44454716,-2.342785024,-1.015223071
50631.98268,-3116.826565,3.081081917,-50.41990596,-9.775900956,-4.866115529,0.590717937
-12985.57082,-2028.901114,696.2560211,22.98317633,4.059860256,-2.347176952,-1.159638411
5810.223623,-1229.326108,-268.005523,-96.36958116,-2.881917099,1.952535191,0.366934244
30298.55939,2901.12433,-424.5203097,300.0843113,-18.04404673,0.284346297,-1.562640223
-20963.7243,-855.0382534,-250.0691668,104.8188867,21.2230567,2.130248743,-0.021254664
11763.23953,2108.388069,-53.4706355,-15.82244169,1.092657154,-1.737373683,-0.314039136
-22502.02283,-3416.916877,-183.7432977,-68.96655723,16.9389303,-1.699344235,-0.995487351
15481.46592,290.8119202,402.022019,-8.305348317,5.167181901,0.276288049,0.695707936
-23024.16892,-813.2196891,711.4604423,-50.98471883,-18.63707407,1.682719051,0.530541491
43449.06422,-510.2592194,444.3675771,-37.84547098,-13.03891451,2.341371986,0.31717832
-35175.54416,619.5669719,-387.3324462,-90.23328646,7.433767831,-0.193192542,1.035100791
